source;target;label
0;2;59.10
0;6;1.89
0;13;2.26
0;14;22.46
0;17;69.39
0;18;27.73
0;21;8.16
0;22;83.04
0;27;81.88
0;33;20.54
0;34;15.11
0;37;22.26
0;43;83.91
0;54;2.29
0;62;27.47
0;63;1.46
0;66;70.21
0;68;63.99
0;73;31.80
0;74;49.10
0;75;86.27
0;78;9.04
0;79;84.78
0;80;25.35
0;82;49.69
0;86;23.59
0;88;33.50
0;93;33.92
0;94;43.36
0;96;24.17
0;98;19.08
0;99;58.07
0;3;24.72
0;4;22.60
0;10;31.94
0;11;52.15
0;23;42.73
0;26;85.85
0;32;70.09
0;35;40.20
0;41;87.84
0;44;49.34
0;45;64.59
0;46;8.60
0;55;7.62
0;60;13.18
0;72;22.43
0;97;18.89
1;5;51.38
1;8;54.10
1;9;12.69
1;12;51.21
1;16;48.53
1;19;64.72
1;20;68.26
1;26;89.66
1;27;34.34
1;30;87.39
1;31;12.93
1;32;50.51
1;37;47.02
1;39;78.22
1;42;76.22
1;44;71.60
1;46;77.19
1;48;79.38
1;50;30.77
1;56;64.61
1;59;26.94
1;61;84.46
1;66;28.94
1;68;45.83
1;70;84.05
1;78;39.59
1;80;33.64
1;84;81.95
1;86;42.25
1;93;70.67
1;94;52.30
1;96;60.73
1;2;78.39
1;3;54.22
1;15;88.48
1;22;27.09
1;23;24.19
1;33;61.69
1;40;84.25
1;41;89.13
1;49;69.22
1;53;14.72
1;60;86.53
1;73;57.41
1;75;52.40
1;79;18.86
1;88;53.98
1;90;9.79
1;92;3.54
1;95;12.40
1;98;66.18
2;0;59.10
2;1;78.39
2;4;44.37
2;5;24.22
2;6;57.43
2;10;40.54
2;14;30.49
2;17;36.30
2;18;42.23
2;19;80.22
2;30;2.75
2;34;32.47
2;35;81.81
2;37;80.41
2;38;34.76
2;44;36.29
2;48;84.17
2;50;89.08
2;56;50.08
2;61;25.14
2;70;7.11
2;71;27.51
2;73;5.14
2;78;27.73
2;81;50.58
2;83;27.64
2;87;13.05
2;88;13.00
2;92;66.65
2;98;69.62
2;7;49.25
2;12;85.32
2;13;89.60
2;15;37.74
2;20;66.65
2;21;66.06
2;33;15.50
2;43;35.26
2;49;1.35
2;60;3.17
2;62;65.61
2;63;79.60
2;65;75.53
2;69;74.20
2;79;67.20
2;82;8.57
2;89;17.94
2;91;58.89
2;95;86.10
3;0;24.72
3;1;54.22
3;6;26.70
3;7;46.46
3;12;70.66
3;18;15.12
3;20;74.58
3;22;48.69
3;23;33.58
3;29;50.50
3;34;35.78
3;37;29.19
3;38;70.05
3;39;43.29
3;40;65.93
3;44;1.79
3;48;78.65
3;50;45.92
3;51;27.01
3;57;49.96
3;59;86.06
3;60;78.53
3;63;26.14
3;67;42.32
3;70;11.73
3;74;54.78
3;78;68.69
3;84;61.49
3;90;37.08
3;91;76.24
3;95;79.77
3;5;39.49
3;8;53.98
3;11;42.82
3;15;11.78
3;16;4.15
3;19;71.45
3;21;5.16
3;28;24.05
3;30;48.69
3;33;80.62
3;35;4.91
3;36;35.16
3;46;6.71
3;56;86.01
3;58;10.03
3;62;47.04
3;64;87.67
3;66;85.58
3;69;13.67
3;71;46.62
3;72;64.88
3;83;82.06
3;85;6.94
3;87;83.22
3;92;69.39
3;93;44.35
3;94;70.93
3;97;89.72
4;2;44.37
4;0;22.60
4;5;71.42
4;8;88.09
4;10;35.68
4;12;57.04
4;14;64.34
4;15;51.71
4;17;29.31
4;23;13.20
4;24;25.64
4;25;2.82
4;31;45.54
4;33;83.07
4;35;19.35
4;36;30.80
4;37;51.70
4;39;63.50
4;40;5.58
4;41;1.34
4;44;38.30
4;53;69.47
4;55;40.14
4;63;23.58
4;65;51.23
4;66;78.58
4;68;42.12
4;70;33.44
4;87;1.38
4;89;63.14
4;96;53.19
4;9;47.86
4;18;48.14
4;29;56.11
4;32;56.79
4;45;80.44
4;47;65.34
4;52;26.68
4;58;87.76
4;59;41.36
4;64;19.56
4;67;85.74
4;72;47.19
4;73;11.14
4;75;7.23
4;77;74.02
4;79;37.94
4;82;79.43
4;88;66.11
4;90;59.97
4;91;14.12
4;93;35.57
5;1;51.38
5;2;24.22
5;4;71.42
5;3;39.49
5;7;2.55
5;9;77.41
5;10;12.21
5;11;7.42
5;27;49.92
5;28;45.86
5;29;36.82
5;31;18.76
5;35;11.68
5;40;73.06
5;42;85.87
5;46;53.93
5;58;17.33
5;62;85.63
5;63;35.12
5;75;32.79
5;76;15.12
5;81;66.67
5;84;74.26
5;94;8.20
5;95;71.54
5;96;85.80
5;6;25.23
5;13;8.60
5;17;41.00
5;20;87.57
5;22;55.73
5;24;85.67
5;32;73.83
5;34;31.53
5;41;7.45
5;48;20.53
5;49;18.47
5;50;27.27
5;54;81.68
5;55;41.21
5;60;19.20
5;64;73.26
5;65;70.12
5;68;88.57
5;69;47.08
5;72;66.71
5;73;25.12
5;74;54.66
5;77;85.53
5;82;54.78
5;98;70.60
6;0;1.89
6;2;57.43
6;3;26.70
6;5;25.23
6;7;7.56
6;9;3.30
6;10;26.33
6;12;7.73
6;27;81.74
6;28;89.54
6;30;32.31
6;33;56.06
6;41;2.14
6;47;8.66
6;49;89.86
6;60;87.21
6;62;82.30
6;67;63.33
6;70;63.38
6;78;28.29
6;79;1.96
6;85;13.28
6;89;34.50
6;94;45.39
6;97;88.69
6;98;38.09
6;99;58.43
6;8;81.96
6;11;71.52
6;15;63.64
6;23;85.76
6;26;50.58
6;31;78.50
6;38;81.31
6;40;65.42
6;46;9.96
6;48;11.69
6;51;86.98
6;52;40.23
6;61;52.86
6;63;83.11
6;68;53.71
6;71;44.98
6;72;72.76
6;76;88.70
6;81;4.70
6;82;86.02
6;83;65.53
6;86;6.71
6;88;87.47
6;91;84.77
6;92;22.91
7;3;46.46
7;5;2.55
7;6;7.56
7;2;49.25
7;8;62.20
7;10;30.43
7;11;8.62
7;14;36.79
7;17;76.82
7;18;50.79
7;22;66.23
7;24;84.13
7;27;25.70
7;31;51.96
7;36;78.47
7;40;85.38
7;45;21.35
7;64;23.55
7;66;43.70
7;68;41.58
7;77;8.48
7;80;43.92
7;85;85.41
7;87;26.79
7;92;73.80
7;95;4.81
7;96;37.73
7;9;9.41
7;15;27.68
7;16;10.05
7;19;38.88
7;21;76.26
7;23;77.16
7;26;31.39
7;28;13.02
7;38;55.41
7;39;76.29
7;43;22.46
7;44;22.52
7;48;8.67
7;51;10.60
7;52;40.65
7;57;33.31
7;58;68.57
7;60;89.25
7;62;58.10
7;70;7.50
7;73;40.98
7;76;33.95
7;81;78.39
7;82;73.17
7;86;30.88
7;93;40.78
8;1;54.10
8;4;88.09
8;7;62.20
8;3;53.98
8;6;81.96
8;15;66.47
8;20;5.75
8;32;49.97
8;33;36.57
8;38;51.30
8;46;57.40
8;50;76.47
8;52;81.66
8;53;13.21
8;54;76.97
8;56;79.30
8;59;34.27
8;60;25.54
8;62;8.76
8;63;10.17
8;68;24.23
8;75;22.12
8;78;81.01
8;80;39.20
8;84;21.11
8;90;48.30
8;95;28.94
8;97;26.97
8;99;86.18
8;13;48.81
8;16;69.05
8;17;84.29
8;21;41.48
8;27;4.46
8;28;38.15
8;30;34.91
8;35;20.35
8;37;53.89
8;41;3.69
8;45;62.36
8;47;23.66
8;48;42.59
8;49;21.69
8;55;79.51
8;57;10.36
8;58;64.53
8;61;12.75
8;65;9.13
8;66;6.76
8;69;80.09
8;71;41.44
8;72;28.63
8;73;58.52
8;76;68.79
8;77;89.62
8;82;37.22
8;83;79.84
8;88;34.08
8;93;4.08
8;94;81.49
8;96;44.48
9;1;12.69
9;5;77.41
9;6;3.30
9;4;47.86
9;7;9.41
9;11;65.94
9;12;44.23
9;21;36.97
9;25;86.48
9;26;44.37
9;27;1.44
9;31;38.24
9;38;73.61
9;52;83.82
9;55;86.12
9;56;73.81
9;59;60.21
9;61;65.62
9;62;13.41
9;65;6.10
9;66;44.87
9;78;85.80
9;85;40.12
9;90;75.24
9;92;64.50
9;93;8.53
9;99;11.15
9;14;78.26
9;28;59.90
9;29;68.07
9;37;23.64
9;40;3.73
9;44;2.24
9;48;29.70
9;51;7.71
9;53;14.91
9;58;24.45
9;63;47.17
9;76;7.63
9;83;43.02
9;88;70.92
9;89;58.43
9;96;70.16
10;2;40.54
10;4;35.68
10;5;12.21
10;6;26.33
10;7;30.43
10;0;31.94
10;11;67.06
10;14;19.43
10;16;16.05
10;17;66.55
10;18;80.68
10;19;69.93
10;20;73.59
10;21;62.86
10;32;12.01
10;45;15.12
10;46;58.07
10;51;30.08
10;54;16.87
10;55;60.68
10;59;85.48
10;62;70.57
10;64;77.81
10;65;16.45
10;67;29.70
10;68;30.43
10;71;48.71
10;73;7.54
10;74;45.15
10;76;69.41
10;77;68.87
10;81;58.34
10;83;24.94
10;84;79.21
10;85;12.66
10;89;54.63
10;90;15.62
10;91;16.89
10;92;58.55
10;93;26.39
10;94;8.56
10;95;34.56
10;12;4.80
10;23;1.08
