source;target;label
0;1;15.20
0;2;78.10
0;3;39.81
0;4;24.02
0;6;22.02
1;0;15.20
1;2;48.22
1;3;27.58
1;4;56.31
1;6;13.04
2;0;78.10
2;1;48.22
2;3;56.13
2;4;38.58
2;14;62.13
3;0;39.81
3;1;27.58
3;2;56.13
3;4;35.19
3;14;44.48
4;0;24.02
4;1;56.31
4;2;38.58
4;3;35.19
4;5;51.23
5;4;51.23
5;6;52.07
5;7;25.49
5;8;26.31
5;12;11.82
6;0;22.02
6;1;13.04
6;5;52.07
6;8;5.96
6;13;28.71
7;5;25.49
7;8;47.20
7;9;16.29
7;13;38.17
7;14;85.30
8;5;26.31
8;6;5.96
8;7;47.20
8;9;78.40
8;26;66.58
9;7;16.29
9;8;78.40
9;10;6.52
9;15;41.42
9;23;58.47
10;9;6.52
10;11;14.63
10;13;32.36
10;17;55.61
10;18;3.58
11;10;14.63
11;12;85.23
11;13;10.37
11;17;30.78
11;25;56.48
12;5;11.82
12;11;85.23
12;13;13.97
12;14;31.74
12;18;21.30
13;6;28.71
13;7;38.17
13;10;32.36
13;11;10.37
13;12;13.97
14;2;62.13
14;3;44.48
14;7;85.30
14;12;31.74
14;15;7.81
15;9;41.42
15;14;7.81
15;16;49.48
15;17;38.80
15;33;57.07
16;15;49.48
16;17;48.55
16;18;2.86
16;19;34.16
16;21;50.57
17;10;55.61
17;11;30.78
17;15;38.80
17;16;48.55
17;25;42.77
18;10;3.58
18;12;21.30
18;16;2.86
18;20;59.26
18;27;35.75
19;16;34.16
19;21;54.99
19;22;89.41
19;24;6.16
19;26;66.65
20;18;59.26
20;22;78.10
20;23;10.12
20;24;2.67
20;27;77.48
21;16;50.57
21;19;54.99
21;22;44.00
21;23;39.56
21;32;26.88
22;19;89.41
22;20;78.10
22;21;44.00
22;24;45.95
22;26;60.31
23;9;58.47
23;20;10.12
23;21;39.56
23;25;2.40
23;28;11.90
24;19;6.16
24;20;2.67
24;22;45.95
24;27;68.25
24;29;49.16
25;11;56.48
25;17;42.77
25;23;2.40
25;26;18.25
25;32;81.69
26;8;66.58
26;19;66.65
26;22;60.31
26;25;18.25
26;29;30.42
27;18;35.75
27;20;77.48
27;24;68.25
27;30;41.48
27;46;32.95
28;23;11.90
28;30;14.44
28;37;26.47
28;40;5.32
28;54;35.55
29;24;49.16
29;26;30.42
29;30;74.64
29;33;21.14
29;41;58.78
30;27;41.48
30;28;14.44
30;29;74.64
30;31;64.59
30;36;4.35
31;30;64.59
