source;target;label
0;399;68.05
0;408;15.65
2;145;1.48
2;365;30.34
2;473;49.49
2;472;9.19
3;430;55.67
3;491;28.26
3;276;50.87
3;439;43.27
4;292;7.31
4;53;73.76
4;340;16.16
5;360;18.62
5;94;60.61
6;416;43.51
7;325;82.85
8;333;31.59
8;479;2.11
9;472;82.64
9;427;51.84
10;259;20.47
10;120;40.17
10;236;22.31
10;42;71.57
13;152;20.82
14;486;61.58
14;194;17.93
14;66;85.79
14;85;53.57
15;73;79.61
16;195;56.30
16;470;9.31
17;144;57.38
17;313;30.68
17;188;49.37
18;250;5.70
19;151;19.93
20;45;5.83
20;411;74.90
20;93;78.12
20;137;75.73
21;240;17.48
23;68;38.90
23;352;4.87
24;66;87.28
24;388;45.40
25;191;65.36
26;323;4.92
26;473;69.39
27;356;60.67
27;158;58.06
27;311;27.82
27;354;79.51
27;152;84.86
29;272;72.73
29;251;39.21
30;251;45.58
30;215;58.29
30;458;15.21
31;316;75.44
31;245;30.22
31;295;56.05
32;231;24.61
32;225;74.55
34;303;80.59
34;43;88.98
34;446;50.50
34;168;37.52
34;235;2.90
35;298;75.77
35;381;70.64
36;427;42.92
37;203;14.74
37;496;32.90
38;109;85.84
38;308;57.39
39;238;62.63
40;83;59.16
40;223;13.29
40;133;16.55
41;433;38.81
41;58;3.04
42;10;71.57
43;301;54.33
43;34;88.98
44;382;51.92
45;367;60.24
45;20;5.83
45;456;61.56
45;385;77.33
45;133;76.04
46;258;63.97
46;109;4.56
48;143;41.83
48;208;59.08
49;466;69.23
49;58;44.71
50;310;37.06
51;118;25.54
51;145;61.84
51;383;21.38
51;431;40.70
53;73;81.02
53;4;73.76
53;243;23.99
53;110;10.47
54;490;61.13
55;239;37.53
56;388;23.13
57;218;60.26
57;403;16.97
57;94;71.03
57;69;67.17
58;49;44.71
58;41;3.04
59;436;43.66
59;369;71.57
60;356;38.49
60;490;74.92
60;104;60.92
61;181;35.25
61;292;23.15
61;310;21.13
62;92;5.46
63;187;42.39
63;435;30.30
64;256;72.60
65;339;48.09
65;425;30.30
65;82;56.16
66;24;87.28
66;14;85.79
66;435;69.79
66;283;65.59
66;315;36.76
67;188;4.43
68;179;52.09
68;23;38.90
68;203;33.49
68;205;82.11
69;240;50.20
69;166;42.50
69;57;67.17
70;431;79.22
71;156;49.82
72;497;86.03
72;485;12.71
73;15;79.61
73;53;81.02
74;200;88.11
74;422;26.71
74;155;18.24
75;373;53.56
77;183;20.15
77;115;13.45
78;224;54.51
79;358;15.93
79;215;48.26
79;270;16.31
80;203;14.26
80;423;22.57
81;439;55.04
82;308;74.56
82;65;56.16
83;40;59.16
83;233;79.44
83;113;4.88
85;472;32.35
85;14;53.57
85;197;15.27
85;324;3.79
86;274;72.83
86;127;22.48
86;491;34.88
87;215;82.62
87;363;18.21
88;424;30.34
88;200;68.15
88;171;56.08
88;471;89.25
88;388;61.15
88;397;66.17
89;352;54.61
91;103;69.89
91;492;54.24
91;167;82.76
92;62;5.46
92;296;82.23
93;361;32.79
93;20;78.12
94;296;59.52
94;147;31.40
94;170;27.39
94;5;60.61
94;330;56.86
94;57;71.03
94;433;46.22
95;150;30.00
96;99;56.90
96;330;49.15
98;103;71.85
99;96;56.90
99;154;15.26
99;372;28.62
99;167;78.72
100;201;9.13
100;178;59.88
101;176;81.51
101;488;55.25
101;297;40.24
102;474;62.09
103;91;69.89
103;98;71.85
103;178;9.80
104;251;62.84
104;153;45.50
104;60;60.92
105;141;56.03
105;151;25.08
107;442;21.92
107;140;33.18
107;336;78.16
108;187;29.32
108;241;13.57
108;270;13.35
109;46;4.56
109;38;85.84
110;53;10.47
110;175;41.63
110;238;13.92
113;83;4.88
113;210;57.59
113;202;7.75
114;467;76.67
114;429;15.10
115;494;1.44
115;77;13.45
