source;target;label
0;4;17.09
0;6;23.35
0;8;51.16
0;9;17.36
0;10;54.83
0;14;39.44
0;15;75.23
0;16;89.84
0;18;66.15
0;20;18.78
0;24;70.29
0;25;52.62
0;5;1.32
0;12;57.51
0;13;4.21
0;27;35.84
0;29;13.13
1;6;22.44
1;10;17.76
1;12;14.31
1;14;27.85
1;15;66.19
1;18;44.39
1;22;33.72
1;25;72.02
1;26;78.02
1;27;53.21
1;7;36.96
1;8;82.08
1;17;76.65
1;20;7.87
1;23;85.00
1;29;40.68
2;5;48.57
2;7;61.96
2;10;32.91
2;11;87.55
2;12;18.84
2;14;28.40
2;15;40.95
2;20;16.71
2;23;46.89
2;24;61.98
2;26;59.61
2;27;74.58
2;28;82.27
2;29;35.08
2;3;87.23
2;6;70.82
2;8;38.83
2;9;85.71
2;22;30.35
3;2;87.23
3;4;15.63
3;5;71.40
3;6;51.44
3;8;60.34
3;11;21.07
3;14;43.76
3;15;18.33
3;18;20.06
3;22;74.65
3;24;11.92
3;28;32.47
3;7;15.75
3;9;28.70
3;10;64.99
3;12;74.02
3;16;37.72
3;17;44.16
3;20;83.88
3;29;21.52
4;0;17.09
4;3;15.63
4;7;40.19
4;8;88.56
4;10;61.73
4;12;33.49
4;13;27.37
4;14;59.27
4;18;26.40
4;20;7.17
4;21;81.49
4;24;69.25
4;26;29.92
4;28;15.80
4;9;81.71
4;15;71.82
4;17;50.38
4;19;39.44
4;22;57.87
4;23;22.41
4;27;14.18
4;29;62.16
5;2;48.57
5;3;71.40
5;0;1.32
5;8;73.08
5;10;40.26
5;14;66.58
5;17;30.03
5;19;85.59
5;24;57.93
5;29;73.45
5;7;14.26
5;9;64.90
5;12;54.17
5;16;21.82
5;20;18.36
5;21;63.33
5;26;82.97
5;27;67.23
6;0;23.35
6;1;22.44
6;3;51.44
6;2;70.82
6;10;35.36
6;19;41.10
6;23;79.25
6;24;64.26
6;25;16.67
6;26;9.88
6;8;80.88
6;9;41.46
6;11;8.21
6;16;5.21
6;17;10.45
6;28;81.98
6;29;82.43
7;2;61.96
7;4;40.19
7;1;36.96
7;3;15.75
7;5;14.26
7;8;81.74
7;10;26.75
7;14;57.44
7;17;71.42
7;19;9.86
7;21;30.42
7;25;50.39
7;29;42.83
7;9;20.91
7;11;70.90
7;12;20.37
7;15;38.91
7;16;56.04
7;18;47.43
7;28;65.09
8;0;51.16
8;3;60.34
8;4;88.56
8;5;73.08
8;7;81.74
8;1;82.08
8;2;38.83
8;6;80.88
8;10;9.07
8;13;29.95
8;14;42.59
8;16;86.33
8;19;8.68
8;20;1.41
8;22;34.57
8;23;27.27
8;25;81.69
8;26;20.94
8;27;17.92
8;12;23.82
8;15;38.81
8;17;84.39
8;18;88.75
8;29;38.75
9;0;17.36
9;2;85.71
9;3;28.70
9;4;81.71
9;5;64.90
9;6;41.46
9;7;20.91
9;10;73.32
9;11;81.17
9;13;69.49
9;14;22.25
9;17;84.52
9;18;22.87
9;19;28.92
9;22;5.22
9;24;8.38
9;28;36.45
9;20;7.38
9;27;32.86
9;29;76.82
10;0;54.83
10;1;17.76
10;2;32.91
10;4;61.73
10;5;40.26
10;6;35.36
10;7;26.75
10;8;9.07
10;9;73.32
10;3;64.99
10;13;8.78
10;14;66.39
10;15;83.43
10;19;45.75
10;20;20.46
10;22;32.60
10;23;1.06
10;25;45.94
10;26;88.81
10;27;8.28
10;11;70.12
10;18;5.44
11;2;87.55
11;3;21.07
11;9;81.17
11;6;8.21
11;7;70.90
11;10;70.12
11;12;64.63
11;21;41.94
11;22;78.20
11;24;36.54
11;27;51.14
11;13;84.54
11;16;36.21
11;17;37.58
11;25;38.35
11;28;62.90
12;1;14.31
12;2;18.84
12;4;33.49
12;11;64.63
12;0;57.51
12;3;74.02
12;5;54.17
12;7;20.37
12;8;23.82
12;22;12.10
12;23;29.53
12;29;1.89
12;13;13.87
12;16;81.43
12;18;78.62
12;19;45.45
12;20;47.19
12;21;53.06
12;24;17.94
12;26;57.49
13;4;27.37
13;8;29.95
13;9;69.49
13;10;8.78
13;0;4.21
13;11;84.54
13;12;13.87
13;14;66.64
13;15;44.26
13;19;33.25
13;20;70.40
13;25;32.97
13;16;38.01
13;24;51.07
13;26;4.54
13;27;72.58
13;29;24.18
14;0;39.44
14;1;27.85
14;2;28.40
14;3;43.76
14;4;59.27
14;5;66.58
14;7;57.44
14;8;42.59
14;9;22.25
14;10;66.39
14;13;66.64
14;16;62.50
14;18;3.63
14;20;16.73
14;21;13.08
14;22;83.04
14;26;67.58
14;28;86.87
14;29;14.38
14;19;24.19
14;23;40.82
14;24;55.54
14;25;80.84
15;0;75.23
15;1;66.19
15;2;40.95
15;3;18.33
15;10;83.43
15;13;44.26
15;4;71.82
15;7;38.91
15;8;38.81
15;17;18.36
15;20;31.89
15;22;41.89
15;25;80.36
15;28;71.46
15;29;49.17
15;18;74.15
15;21;28.77
15;26;13.08
15;27;42.31
16;0;89.84
16;8;86.33
16;14;62.50
16;3;37.72
16;5;21.82
16;6;5.21
16;7;56.04
16;11;36.21
16;12;81.43
16;13;38.01
16;18;6.70
16;23;50.36
16;29;76.18
16;19;75.96
16;20;31.04
16;21;29.97
16;22;44.82
16;25;13.64
16;26;28.14
16;27;19.25
16;28;16.51
17;5;30.03
17;7;71.42
17;9;84.52
17;15;18.36
17;1;76.65
17;3;44.16
17;4;50.38
17;6;10.45
17;8;84.39
17;11;37.58
17;20;13.91
17;22;51.44
17;23;80.02
17;25;11.59
17;26;39.17
17;19;62.98
17;21;53.48
17;28;18.76
18;0;66.15
18;1;44.39
