source;target;label
0;1;44.25
0;2;82.31
0;3;49.81
0;4;75.48
0;5;8.54
0;6;57.55
0;7;14.29
0;8;80.93
0;9;78.66
0;10;60.60
0;11;85.74
0;12;54.92
0;13;23.58
0;14;83.67
0;15;6.12
0;16;52.85
0;17;71.64
0;18;48.82
0;19;24.03
0;46;13.48
1;0;44.25
1;2;51.57
1;3;86.73
1;4;17.98
1;5;11.58
1;6;79.03
1;7;21.80
1;8;58.47
1;9;52.83
1;10;5.36
1;11;50.52
1;12;87.71
1;13;9.29
1;14;36.75
1;15;65.65
1;16;75.49
1;17;88.48
1;18;1.86
1;19;26.02
1;45;62.81
2;0;82.31
2;1;51.57
2;3;69.04
2;4;76.93
2;5;44.45
2;6;30.85
2;7;53.43
2;8;7.16
2;9;80.92
2;10;38.92
2;11;40.38
2;12;45.08
2;13;34.30
2;14;48.90
2;15;53.91
2;16;38.72
2;17;21.14
2;18;33.11
2;19;60.76
2;29;46.03
3;0;49.81
3;1;86.73
3;2;69.04
3;4;29.02
3;5;75.27
3;6;54.54
3;7;4.49
3;8;69.40
3;9;68.69
3;10;54.34
3;11;41.40
3;12;24.59
3;13;3.82
3;14;28.06
3;15;60.82
3;16;59.49
3;17;1.59
3;18;15.27
3;19;14.88
3;28;10.00
4;0;75.48
4;1;17.98
4;2;76.93
4;3;29.02
4;5;64.11
4;6;13.56
4;7;79.63
4;8;66.61
4;9;42.75
4;10;85.71
4;11;18.54
4;12;37.21
4;13;31.75
4;14;83.50
4;15;41.09
4;16;76.94
4;17;15.92
4;18;83.88
4;19;58.96
4;24;31.29
5;0;8.54
5;1;11.58
5;2;44.45
5;3;75.27
5;4;64.11
5;6;29.40
5;7;64.35
5;8;75.83
5;9;59.48
5;10;40.79
5;11;29.05
5;12;70.86
5;13;3.03
5;14;12.33
5;15;34.38
5;16;59.39
5;17;45.53
5;18;13.54
5;19;28.37
5;33;70.61
6;0;57.55
6;1;79.03
6;2;30.85
6;3;54.54
6;4;13.56
6;5;29.40
6;7;13.53
6;8;38.75
6;9;64.05
6;10;19.51
6;11;21.61
6;12;85.06
6;13;48.73
6;14;69.74
6;15;63.63
6;16;65.27
6;17;89.00
6;18;57.40
6;19;86.58
6;40;87.36
7;0;14.29
7;1;21.80
7;2;53.43
7;3;4.49
7;4;79.63
7;5;64.35
7;6;13.53
7;8;30.17
7;9;63.30
7;10;14.03
7;11;77.32
7;12;27.55
7;13;20.00
7;14;11.19
7;15;64.18
7;16;18.53
7;17;73.77
7;18;20.66
7;19;51.36
7;43;9.27
8;0;80.93
8;1;58.47
8;2;7.16
8;3;69.40
8;4;66.61
8;5;75.83
8;6;38.75
8;7;30.17
8;9;72.20
8;10;30.58
8;11;78.61
8;12;17.36
8;13;75.76
8;14;33.59
8;15;69.10
8;16;69.99
8;17;47.12
8;18;5.07
8;19;74.31
8;89;82.29
9;0;78.66
9;1;52.83
9;2;80.92
9;3;68.69
9;4;42.75
9;5;59.48
9;6;64.05
9;7;63.30
9;8;72.20
9;10;4.90
9;11;45.38
9;12;36.20
9;13;25.39
9;14;14.14
9;15;70.59
9;16;54.60
9;17;46.25
9;18;76.40
9;19;37.93
9;20;82.12
10;0;60.60
10;1;5.36
10;2;38.92
10;3;54.34
10;4;85.71
10;5;40.79
10;6;19.51
10;7;14.03
10;8;30.58
10;9;4.90
10;11;79.85
10;12;76.34
10;13;47.50
10;14;65.49
10;15;66.42
10;16;59.33
10;17;23.01
10;18;70.07
10;19;79.43
10;46;12.36
11;0;85.74
11;1;50.52
11;2;40.38
11;3;41.40
11;4;18.54
11;5;29.05
11;6;21.61
11;7;77.32
11;8;78.61
11;9;45.38
11;10;79.85
11;12;61.45
11;13;24.65
11;14;1.77
11;15;1.66
11;16;60.08
11;17;50.17
11;18;57.05
11;19;22.92
11;37;45.94
12;0;54.92
12;1;87.71
12;2;45.08
12;3;24.59
12;4;37.21
12;5;70.86
12;6;85.06
12;7;27.55
12;8;17.36
12;9;36.20
12;10;76.34
12;11;61.45
12;13;83.44
12;14;13.43
12;15;28.40
12;16;68.26
12;17;40.47
12;18;23.19
12;19;37.58
12;36;1.33
13;0;23.58
13;1;9.29
13;2;34.30
13;3;3.82
13;4;31.75
13;5;3.03
13;6;48.73
13;7;20.00
13;8;75.76
13;9;25.39
13;10;47.50
13;11;24.65
13;12;83.44
13;14;6.92
13;15;85.41
13;16;61.64
13;17;72.23
13;18;34.26
13;19;3.73
13;23;43.41
14;0;83.67
14;1;36.75
14;2;48.90
14;3;28.06
14;4;83.50
14;5;12.33
14;6;69.74
14;7;11.19
14;8;33.59
14;9;14.14
14;10;65.49
14;11;1.77
14;12;13.43
14;13;6.92
14;15;59.58
14;16;83.37
14;17;12.30
14;18;66.11
14;19;31.71
14;24;86.80
15;0;6.12
15;1;65.65
15;2;53.91
15;3;60.82
15;4;41.09
15;5;34.38
15;6;63.63
15;7;64.18
15;8;69.10
15;9;70.59
15;10;66.42
15;11;1.66
15;12;28.40
15;13;85.41
15;14;59.58
15;16;13.85
15;17;3.59
15;18;49.22
15;19;45.46
15;25;88.05
16;0;52.85
16;1;75.49
16;2;38.72
16;3;59.49
16;4;76.94
16;5;59.39
16;6;65.27
16;7;18.53
16;8;69.99
16;9;54.60
16;10;59.33
16;11;60.08
16;12;68.26
16;13;61.64
16;14;83.37
16;15;13.85
16;17;22.63
16;18;27.66
16;19;89.61
16;49;34.94
17;0;71.64
17;1;88.48
17;2;21.14
17;3;1.59
17;4;15.92
17;5;45.53
17;6;89.00
17;7;73.77
17;8;47.12
17;9;46.25
17;10;23.01
17;11;50.17
17;12;40.47
17;13;72.23
17;14;12.30
17;15;3.59
17;16;22.63
17;18;3.24
17;19;56.90
17;22;72.47
18;0;48.82
18;1;1.86
18;2;33.11
18;3;15.27
18;4;83.88
18;5;13.54
18;6;57.40
18;7;20.66
18;8;5.07
18;9;76.40
18;10;70.07
18;11;57.05
18;12;23.19
18;13;34.26
18;14;66.11
18;15;49.22
18;16;27.66
18;17;3.24
18;19;81.93
18;23;10.73
19;0;24.03
19;1;26.02
19;2;60.76
19;3;14.88
19;4;58.96
19;5;28.37
19;6;86.58
19;7;51.36
19;8;74.31
19;9;37.93
19;10;79.43
19;11;22.92
19;12;37.58
19;13;3.73
19;14;31.71
19;15;45.46
19;16;89.61
19;17;56.90
19;18;81.93
19;39;88.36
20;9;82.12
20;21;19.71
20;22;83.99
20;24;35.96
20;25;33.81
20;26;44.02
20;27;73.21
20;29;2.96
20;30;28.11
20;31;49.56
20;33;42.04
20;35;23.74
20;38;76.88
20;42;2.23
20;49;63.32
20;50;64.04
20;55;50.01
20;65;14.62
20;73;87.43
20;80;62.49
21;20;19.71
21;22;11.20
21;23;84.21
21;24;23.31
21;25;67.67
21;26;38.24
21;27;71.76
21;28;21.11
21;31;17.11
21;32;37.42
21;33;78.46
21;34;10.01
21;36;24.62
21;40;26.79
21;42;42.88
21;43;65.28
21;47;15.90
21;48;46.98
21;66;26.42
21;68;6.28
22;17;72.47
22;20;83.99
22;21;11.20
22;23;1.59
22;24;81.45
22;25;33.47
22;26;42.88
22;27;33.89
22;28;36.28
22;29;20.29
22;30;53.06
22;31;56.77
22;34;79.56
22;39;43.12
22;44;8.95
22;47;70.16
22;54;68.29
22;55;39.98
22;58;17.21
23;13;43.41
23;18;10.73
23;21;84.21
23;22;1.59
23;25;17.23
23;26;71.88
23;27;45.06
23;28;86.80
23;29;43.40
23;30;32.20
23;36;71.65
23;37;52.39
23;44;13.51
23;55;64.51
23;59;76.23
23;64;43.41
23;71;65.16
23;75;8.10
23;91;60.21
24;4;31.29
24;14;86.80
24;20;35.96
24;21;23.31
24;22;81.45
24;28;73.38
24;29;39.03
24;30;38.77
24;31;79.58
24;35;50.66
24;42;81.66
24;43;18.67
24;44;71.88
24;49;57.69
24;54;28.20
24;67;70.45
24;77;63.51
25;15;88.05
25;20;33.81
25;21;67.67
25;22;33.47
25;23;17.23
25;27;7.22
25;30;33.01
25;31;19.53
25;34;85.62
25;35;73.23
25;36;11.41
25;37;75.87
25;39;8.66
25;40;69.21
25;43;10.24
25;45;22.75
25;50;11.83
25;54;21.54
25;59;16.21
26;20;44.02
26;21;38.24
26;22;42.88
26;23;71.88
26;28;69.52
26;31;42.49
26;32;75.96
26;34;1.58
26;35;3.43
26;38;25.02
26;39;86.78
26;50;29.28
26;52;60.43
26;55;89.35
26;62;29.47
26;69;87.66
26;70;62.62
26;76;72.97
26;83;55.33
26;86;89.25
27;20;73.21
27;21;71.76
27;22;33.89
27;23;45.06
27;25;7.22
27;29;71.46
27;31;5.91
27;33;70.45
27;34;9.83
27;36;6.89
27;39;28.83
27;42;54.03
27;47;68.25
27;50;76.05
27;52;77.33
27;53;17.98
27;56;83.66
27;61;19.22
27;66;16.07
27;79;26.17
28;3;10.00
28;21;21.11
28;22;36.28
28;23;86.80
28;24;73.38
28;26;69.52
28;30;57.77
28;31;25.27
28;33;80.32
28;37;75.23
28;40;23.26
28;41;24.16
28;44;14.22
28;45;3.75
28;46;71.34
28;49;71.15
28;57;37.10
28;61;53.71
28;85;7.06
28;86;89.45
29;2;46.03
29;20;2.96
29;22;20.29
29;23;43.40
29;24;39.03
29;27;71.46
29;30;10.92
29;31;52.72
29;34;23.94
29;35;46.58
29;36;20.92
29;39;8.97
29;42;61.16
29;44;45.35
29;46;30.52
29;47;36.22
29;48;80.38
29;53;43.39
29;61;45.53
30;20;28.11
30;22;53.06
30;23;32.20
30;24;38.77
30;25;33.01
30;28;57.77
30;29;10.92
30;31;40.95
30;32;88.46
30;34;85.60
30;35;14.55
30;40;75.00
30;41;62.75
30;42;36.27
30;44;24.97
30;47;60.07
30;54;46.04
30;56;41.62
30;58;85.43
30;69;25.44
31;20;49.56
31;21;17.11
31;22;56.77
31;24;79.58
31;25;19.53
31;26;42.49
31;27;5.91
31;28;25.27
31;29;52.72
31;30;40.95
31;34;11.92
31;35;82.64
31;37;79.31
31;44;75.89
31;48;62.57
31;53;28.38
31;57;56.53
31;60;56.06
31;66;14.69
32;21;37.42
32;26;75.96
32;30;88.46
32;33;69.82
32;34;60.43
32;37;74.15
32;39;42.81
32;40;20.17
32;41;10.44
32;43;64.26
