source;target;label
0;1;21.17
0;2;40.00
0;3;9.70
0;4;15.00
0;5;44.29
0;6;73.33
0;7;37.06
0;8;66.47
0;9;25.48
0;10;22.45
1;0;21.17
1;2;74.42
1;3;52.79
1;4;65.10
1;5;28.16
1;6;64.81
1;7;61.38
1;8;69.87
1;9;57.59
1;12;86.65
2;0;40.00
2;1;74.42
2;3;54.85
2;4;1.92
2;5;73.68
2;6;3.76
2;7;32.11
2;8;4.74
2;9;42.08
3;0;9.70
3;1;52.79
3;2;54.85
3;4;59.40
3;5;28.20
3;6;23.06
3;7;19.28
3;8;56.43
3;9;36.87
3;26;85.42
4;0;15.00
4;1;65.10
4;2;1.92
4;3;59.40
4;5;79.94
4;6;34.40
4;7;22.74
4;8;35.07
4;9;70.10
4;22;58.06
5;0;44.29
5;1;28.16
5;2;73.68
5;3;28.20
5;4;79.94
5;6;52.78
5;7;75.70
5;8;27.69
5;9;3.71
5;28;42.64
6;0;73.33
6;1;64.81
6;2;3.76
6;3;23.06
6;4;34.40
6;5;52.78
6;7;8.18
6;8;32.09
6;9;56.20
6;12;83.56
7;0;37.06
7;1;61.38
7;2;32.11
7;3;19.28
7;4;22.74
7;5;75.70
7;6;8.18
7;8;68.69
7;9;83.73
7;10;77.49
8;0;66.47
8;1;69.87
8;2;4.74
8;3;56.43
8;4;35.07
8;5;27.69
8;6;32.09
8;7;68.69
8;9;6.94
8;16;79.28
9;0;25.48
9;1;57.59
9;2;42.08
9;3;36.87
9;4;70.10
9;5;3.71
9;6;56.20
9;7;83.73
9;8;6.94
10;0;22.45
10;7;77.49
10;12;53.65
10;13;67.38
10;15;10.67
10;16;41.04
10;17;74.75
10;19;10.95
10;27;87.89
10;29;40.84
11;12;33.92
11;13;3.84
11;14;61.63
11;15;74.00
11;16;9.56
11;18;74.04
11;21;86.93
11;23;70.85
12;1;86.65
12;6;83.56
12;10;53.65
12;11;33.92
12;16;12.20
12;18;73.97
12;22;32.32
12;27;81.62
13;10;67.38
13;11;3.84
13;14;42.67
13;15;18.41
13;16;1.20
13;17;42.87
13;25;47.96
13;27;24.26
14;11;61.63
14;13;42.67
14;15;50.58
14;16;45.21
14;17;59.48
14;18;38.50
14;19;39.96
14;25;27.80
14;27;81.37
15;10;10.67
15;11;74.00
15;13;18.41
15;14;50.58
15;16;62.60
15;19;83.35
15;21;83.82
15;24;6.89
15;27;80.90
16;8;79.28
16;10;41.04
16;11;9.56
16;12;12.20
16;13;1.20
16;14;45.21
16;15;62.60
16;18;63.46
16;19;82.77
16;21;19.36
17;10;74.75
17;13;42.87
17;14;59.48
17;19;6.35
17;20;40.11
17;21;69.36
17;22;68.76
17;28;19.50
18;11;74.04
18;12;73.97
18;14;38.50
18;16;63.46
18;21;40.92
18;23;25.50
18;24;47.74
19;10;10.95
19;14;39.96
19;15;83.35
19;16;82.77
19;17;6.35
19;21;73.56
19;22;33.54
19;24;29.64
19;28;74.43
20;17;40.11
20;21;31.77
20;22;31.86
20;24;3.82
20;25;34.73
20;26;83.23
20;27;24.52
20;29;24.36
21;11;86.93
21;15;83.82
21;16;19.36
21;17;69.36
21;18;40.92
21;19;73.56
21;20;31.77
21;22;43.31
21;23;89.35
21;28;85.88
22;4;58.06
22;12;32.32
22;17;68.76
22;19;33.54
22;20;31.86
22;21;43.31
22;24;22.38
22;25;28.96
22;29;82.38
23;11;70.85
23;18;25.50
23;21;89.35
23;24;58.84
23;26;70.04
23;27;52.30
23;28;78.88
23;29;33.52
24;15;6.89
24;18;47.74
24;19;29.64
24;20;3.82
24;22;22.38
24;23;58.84
24;27;81.59
24;28;49.88
25;13;47.96
25;14;27.80
25;20;34.73
25;22;28.96
25;26;11.51
26;3;85.42
26;20;83.23
26;23;70.04
26;25;11.51
26;27;11.40
27;10;87.89
27;12;81.62
27;13;24.26
27;14;81.37
27;15;80.90
27;20;24.52
27;23;52.30
27;24;81.59
27;26;11.40
28;5;42.64
28;17;19.50
28;19;74.43
28;21;85.88
28;23;78.88
28;24;49.88
28;29;89.16
29;10;40.84
29;20;24.36
29;22;82.38
29;23;33.52
29;28;89.16
