0;6;9;20;22;23;31;46;48;56;57;58;62;79;82;86;4;7;16;29;32;33;41;44;49;55;59;63;83;96
1;28;70
2;99
3;76
4;0
5;99
6;0
7;0
8;97
9;0
10;97
11;99
12;99
13;96
14;96
15;97
16;0
17;98
18;97
19;97
20;0
21;76
22;0
23;0
24;99
25;97
26;99
27;96
28;76;1;30
29;0
30;28
31;0
32;0
33;0
34;96
35;42
36;97
37;99
38;96
39;96
40;96
41;0
42;76;35
43;96
44;0
45;96
46;0
47;99
48;0
49;0
50;98
51;97
52;99
53;96
54;99
55;0
56;0
57;0
58;0
59;0
60;97
61;99
62;0
63;0
64;97
65;97
66;96
67;96
68;96
69;99
70;1;94
71;98
72;96
73;99
74;99
75;76
76;98;3;21;42;75;28
77;97
78;97
79;0
80;96
81;97
82;0
83;0
84;99
85;96
86;0
87;97
88;99
89;99
90;96
91;99
92;99
93;97
94;70
95;99
96;0;13;27;34;38;39;40;43;53;66;80;85;14;45;67;68;72;90;99
97;99;8;10;15;18;19;25;51;60;78;93;36;64;65;77;81;87;98
98;97;50;71;17;76
99;96;5;11;24;26;47;54;61;73;88;89;95;2;12;37;52;69;74;84;91;92;97
