source;target;label
0;170;89.75
0;35;89.73
0;206;79.46
1;418;76.89
2;107;86.61
2;360;87.74
2;401;76.86
3;152;86.06
3;312;78.99
4;386;79.75
4;264;61.22
5;304;80.51
6;112;85.99
6;480;89.24
6;93;85.79
7;425;88.50
8;145;84.60
9;86;85.42
9;190;85.42
10;106;58.89
11;298;77.07
11;308;84.14
11;271;73.34
12;91;76.73
13;225;86.30
13;444;89.00
13;420;88.47
13;489;84.58
13;246;79.85
14;315;81.70
14;152;76.77
15;293;89.62
15;200;88.94
16;449;84.98
16;162;85.06
17;91;86.25
18;310;87.01
19;347;86.75
19;333;87.42
19;136;83.65
19;396;81.54
20;143;87.32
20;36;86.56
21;63;84.28
21;248;84.70
21;31;84.48
22;268;78.30
22;82;75.65
23;117;82.08
23;102;80.74
24;90;78.49
24;287;78.52
25;133;77.77
26;269;83.98
26;109;85.18
26;438;83.80
26;283;83.14
27;348;87.96
28;231;77.36
29;331;81.89
29;125;78.53
30;297;84.11
30;139;85.87
30;447;85.67
30;76;69.22
31;21;84.48
31;298;87.62
31;236;87.06
31;42;84.42
32;455;81.17
32;470;88.75
32;63;77.28
33;206;85.35
33;398;77.24
34;357;88.75
34;488;85.95
34;41;80.39
35;0;89.73
35;338;89.27
35;51;87.04
35;37;82.45
36;20;86.56
36;66;85.80
36;117;82.98
37;35;82.45
38;73;86.59
38;361;80.64
39;329;81.10
39;320;84.44
39;339;82.03
40;362;75.44
41;34;80.39
42;31;84.42
43;283;82.55
43;272;83.31
44;481;66.90
45;305;85.71
46;414;88.67
46;465;86.34
46;382;74.82
47;80;81.06
47;305;81.94
47;120;76.12
48;291;86.99
48;210;87.62
49;229;85.71
49;208;89.62
49;415;88.19
49;220;86.66
49;222;65.53
50;494;78.40
50;212;88.45
50;284;82.22
51;35;87.04
51;128;85.53
51;351;71.80
52;364;77.42
53;177;82.50
53;299;85.80
53;425;81.86
54;323;82.93
54;234;88.99
55;368;86.15
56;200;86.56
57;370;80.85
58;489;75.29
59;81;89.64
59;124;56.76
60;302;85.23
60;185;84.84
61;141;65.11
62;358;78.68
63;32;77.28
63;21;84.28
63;265;83.63
64;320;89.27
