source;target;label
0;73;39.89
0;35;27.09
0;56;26.43
0;72;42.58
0;61;35.44
0;63;19.99
0;9;65.61
0;14;71.76
1;7;11.09
1;18;57.86
1;4;34.44
1;97;18.53
1;92;20.81
1;60;28.21
2;39;42.30
2;59;73.30
2;56;32.14
3;81;15.03
3;46;56.33
3;55;88.16
3;31;48.25
4;1;34.44
4;69;64.07
5;90;18.27
5;73;73.09
6;26;57.57
6;7;34.49
6;87;10.38
6;95;44.99
6;67;39.46
6;17;27.15
7;1;11.09
7;6;34.49
7;86;42.61
7;87;16.42
7;23;5.62
7;38;4.13
8;37;32.21
8;66;71.82
8;96;10.96
9;64;14.63
9;34;12.97
9;74;87.71
9;0;65.61
10;15;47.14
10;89;38.58
10;50;57.74
10;30;44.69
10;79;3.05
11;72;18.85
11;32;71.10
12;37;69.28
12;77;83.75
12;97;35.30
12;36;85.00
12;70;28.56
13;44;86.97
14;62;2.57
14;69;9.83
14;0;71.76
15;99;78.44
15;10;47.14
15;32;20.37
15;60;64.62
16;27;10.76
17;84;73.78
17;33;19.21
17;83;68.41
17;66;69.97
17;45;1.97
17;6;27.15
18;61;56.58
18;1;57.86
18;59;75.37
18;60;7.51
19;45;25.74
19;73;3.72
19;41;16.56
19;67;9.63
20;67;42.59
20;66;65.36
20;89;1.33
20;27;25.53
20;69;82.33
21;71;39.71
21;41;9.73
21;70;25.69
21;46;8.09
21;38;87.11
22;99;40.66
22;67;52.89
22;36;7.98
22;85;71.94
23;48;81.89
23;7;5.62
24;53;9.68
24;69;69.06
25;44;73.11
25;72;12.84
25;55;29.70
26;67;8.42
26;6;57.57
26;44;67.89
26;86;76.41
26;50;50.21
26;88;37.55
27;47;60.74
27;84;12.96
27;85;25.85
27;16;10.76
27;33;62.54
27;64;58.24
27;20;25.53
27;80;19.55
27;74;43.53
27;38;25.96
28;86;27.17
28;70;66.39
29;33;68.21
29;97;47.83
30;83;21.44
30;98;67.33
30;47;34.23
30;36;28.10
30;10;44.69
31;33;25.30
31;54;69.09
31;38;3.93
31;35;81.42
31;3;48.25
31;78;49.33
32;91;76.37
32;60;81.85
32;15;20.37
32;11;71.10
32;36;80.15
32;93;71.16
33;44;75.07
33;29;68.21
33;31;25.30
33;17;19.21
33;48;76.33
33;74;75.68
33;39;7.19
33;27;62.54
34;65;28.26
34;51;73.96
34;35;11.99
34;9;12.97
34;54;75.14
35;0;27.09
35;57;35.88
35;85;63.52
35;67;21.79
35;31;81.42
35;34;11.99
35;55;59.50
36;30;28.10
36;22;7.98
36;32;80.15
36;12;85.00
36;57;67.35
37;41;17.17
37;55;46.18
37;8;32.21
37;12;69.28
37;87;42.61
38;31;3.93
38;21;87.11
38;69;77.04
38;7;4.13
38;27;25.96
39;2;42.30
39;33;7.19
39;59;14.71
39;82;44.81
40;56;73.43
40;72;2.21
40;51;24.90
40;87;53.38
40;89;79.89
41;37;17.17
41;21;9.73
41;44;15.79
41;86;33.99
41;68;8.25
41;19;16.56
42;99;27.84
42;82;12.04
43;65;43.93
43;55;12.23
43;57;30.69
44;33;75.07
44;50;50.72
44;26;67.89
44;55;54.78
44;41;15.79
44;13;86.97
44;25;73.11
44;72;70.04
44;74;18.15
45;17;1.97
45;84;49.84
45;19;25.74
46;58;7.21
46;94;60.86
46;21;8.09
46;3;56.33
47;27;60.74
47;80;14.28
47;71;36.85
47;30;34.23
47;68;36.50
47;85;54.41
48;23;81.89
48;33;76.33
48;70;71.62
49;71;84.15
49;78;54.25
49;99;62.47
49;54;44.25
50;44;50.72
50;83;33.56
50;87;58.03
50;10;57.74
50;26;50.21
50;81;65.17
50;99;9.71
50;51;50.52
51;40;24.90
51;55;38.10
51;34;73.96
51;67;53.78
51;88;43.50
51;50;50.52
52;76;28.28
52;65;71.96
52;90;71.30
52;85;61.51
52;56;8.17
53;63;51.98
53;24;9.68
53;55;30.32
53;90;80.74
53;93;54.75
53;62;84.81
54;61;44.92
54;31;69.09
54;67;17.61
54;68;40.48
54;83;81.71
54;34;75.14
54;49;44.25
55;37;46.18
55;88;36.67
55;61;52.80
55;53;30.32
55;44;54.78
55;51;38.10
55;25;29.70
55;3;88.16
55;35;59.50
55;43;12.23
56;92;77.46
56;40;73.43
56;0;26.43
56;64;37.67
56;93;29.03
56;2;32.14
56;52;8.17
57;35;35.88
57;36;67.35
57;43;30.69
58;46;7.21
58;59;75.85
59;84;83.24
59;86;27.66
59;18;75.37
59;2;73.30
59;58;75.85
59;39;14.71
59;82;39.25
60;94;17.46
60;32;81.85
60;15;64.62
60;18;7.51
60;97;15.45
60;1;28.21
61;18;56.58
61;54;44.92
61;55;52.80
61;63;18.93
61;0;35.44
61;69;68.49
62;14;2.57
62;69;55.61
62;75;64.70
62;53;84.81
63;53;51.98
63;69;27.06
63;61;18.93
63;66;60.37
63;0;19.99
64;92;89.55
64;56;37.67
64;87;33.59
64;9;14.63
64;81;39.08
64;27;58.24
65;83;49.34
65;52;71.96
65;34;28.26
65;75;87.83
65;43;43.93
66;63;60.37
66;17;69.97
66;20;65.36
66;8;71.82
67;20;42.59
67;26;8.42
67;22;52.89
67;92;52.05
67;54;17.61
67;35;21.79
67;72;50.57
67;71;6.40
67;68;81.63
67;6;39.46
67;51;53.78
67;19;9.63
68;99;6.05
68;54;40.48
68;47;36.50
68;67;81.63
68;41;8.25
69;63;27.06
69;94;43.71
69;24;69.06
69;38;77.04
69;61;68.49
69;62;55.61
69;14;9.83
69;4;64.07
69;20;82.33
70;21;25.69
70;81;47.19
70;48;71.62
70;28;66.39
70;12;28.56
71;75;35.87
71;21;39.71
71;47;36.85
71;67;6.40
71;49;84.15
72;98;31.77
72;40;2.21
72;94;83.58
72;0;42.58
72;25;12.84
72;44;70.04
72;11;18.85
72;91;69.41
72;67;50.57
72;82;71.45
72;76;15.60
73;0;39.89
73;5;73.09
73;99;62.25
73;19;3.72
73;85;28.45
74;33;75.68
74;44;18.15
74;82;86.75
74;9;87.71
74;27;43.53
74;97;41.95
75;71;35.87
75;65;87.83
75;99;88.74
75;78;22.72
75;84;74.90
75;62;64.70
76;98;36.88
76;52;28.28
76;72;15.60
77;12;83.75
78;75;22.72
78;49;54.25
78;31;49.33
79;96;55.97
79;10;3.05
80;47;14.28
80;27;19.55
81;3;15.03
81;70;47.19
81;64;39.08
81;50;65.17
82;87;83.61
82;42;12.04
82;74;86.75
82;72;71.45
82;97;79.57
82;39;44.81
82;59;39.25
83;65;49.34
83;50;33.56
83;30;21.44
83;17;68.41
83;54;81.71
84;17;73.78
84;27;12.96
84;59;83.24
84;75;74.90
84;45;49.84
84;90;61.52
85;27;25.85
85;35;63.52
85;52;61.51
85;22;71.94
85;47;54.41
85;73;28.45
86;59;27.66
86;41;33.99
86;7;42.61
86;28;27.17
86;26;76.41
87;82;83.61
87;50;58.03
87;6;10.38
87;40;53.38
87;64;33.59
87;7;16.42
87;37;42.61
88;55;36.67
88;51;43.50
88;26;37.55
89;10;38.58
89;20;1.33
89;40;79.89
90;5;18.27
90;53;80.74
90;52;71.30
90;84;61.52
91;32;76.37
91;97;36.56
91;72;69.41
92;56;77.46
92;67;52.05
92;64;89.55
92;1;20.81
93;56;29.03
93;53;54.75
93;32;71.16
94;60;17.46
94;46;60.86
