source;target;label
0;4;84.49
1;5;84.46
1;11;89.43
2;18;75.38
3;20;76.66
4;25;75.04
4;0;84.49
5;1;84.46
5;18;87.70
6;10;86.63
6;28;87.04
7;29;78.76
8;27;89.46
9;16;80.21
9;29;86.01
9;18;86.68
10;11;86.36
10;6;86.63
11;10;86.36
11;1;89.43
12;21;80.73
12;29;83.97
13;22;82.40
13;14;83.91
14;13;83.91
14;18;83.94
14;24;84.53
15;25;74.59
15;18;81.27
16;9;80.21
17;23;83.31
18;2;75.38
18;15;81.27
18;14;83.94
18;9;86.68
18;5;87.70
19;26;79.08
19;29;88.26
20;3;76.66
20;28;85.70
21;27;73.68
21;12;80.73
22;13;82.40
23;17;83.31
23;24;89.64
24;14;84.53
24;23;89.64
25;15;74.59
25;4;75.04
26;19;79.08
27;21;73.68
27;8;89.46
28;20;85.70
28;6;87.04
29;7;78.76
29;12;83.97
29;9;86.01
29;19;88.26
