source;target;label
1;372;32.54
1;117;19.71
2;21;39.45
2;201;56.04
2;430;74.48
3;140;38.23
3;329;75.71
5;184;22.55
5;83;53.12
6;304;18.55
6;457;84.29
6;255;50.52
6;228;5.43
7;241;37.81
7;287;14.66
8;206;68.80
8;35;87.85
8;130;13.03
8;484;49.47
8;388;77.44
9;343;35.76
9;447;49.19
9;275;54.29
10;179;30.22
10;182;32.53
11;274;54.22
12;460;40.01
13;294;77.86
14;493;52.52
14;241;15.59
14;452;20.83
15;196;77.23
16;323;45.08
16;40;46.82
16;383;18.08
16;247;25.75
16;316;21.15
17;445;9.57
17;263;14.35
18;240;52.33
18;313;6.51
19;299;62.68
19;422;32.61
19;293;21.02
20;47;41.63
20;392;9.68
21;2;39.45
21;458;64.10
21;303;52.93
21;430;25.54
21;405;71.57
21;379;78.55
22;186;74.55
23;67;89.79
23;352;12.28
23;241;37.96
23;413;69.47
23;416;76.60
24;350;85.14
25;256;39.22
25;324;52.72
25;290;36.61
25;350;61.77
25;372;3.72
26;61;47.32
26;408;86.90
26;179;41.46
26;51;9.80
27;255;4.31
28;489;26.42
28;352;71.53
29;423;16.34
29;48;72.73
29;288;30.89
30;242;25.54
30;462;76.13
31;59;46.95
31;159;71.40
31;407;42.24
31;389;18.42
32;338;48.80
32;452;57.33
32;254;19.77
32;191;69.31
32;134;80.27
32;149;55.73
33;139;60.67
33;53;29.54
33;105;30.09
33;290;73.77
34;484;2.19
34;350;16.66
34;344;60.65
35;8;87.85
36;460;30.26
37;96;17.82
38;297;21.18
38;328;3.57
39;396;15.10
39;493;75.93
39;189;74.18
39;442;81.09
39;202;77.58
40;442;75.99
40;47;53.40
40;16;46.82
40;497;61.79
42;83;87.57
42;367;68.40
43;220;82.52
43;490;56.55
43;472;28.93
44;124;88.49
44;238;25.49
44;308;67.65
44;116;34.36
44;174;18.88
46;486;67.94
46;76;82.92
46;252;48.27
46;302;24.73
46;355;17.25
47;200;68.10
47;40;53.40
47;190;51.59
47;20;41.63
47;452;58.70
48;29;72.73
48;253;6.09
48;107;68.46
48;337;6.33
49;316;4.99
49;228;83.66
49;262;66.56
49;382;42.49
50;107;79.18
50;402;36.36
51;358;17.19
51;26;9.80
51;350;39.71
51;266;84.20
52;489;78.99
52;433;11.06
53;221;60.91
53;72;49.96
53;437;23.10
53;371;52.75
53;206;84.15
53;33;29.54
54;424;35.43
54;247;19.72
54;191;76.22
54;410;11.56
55;379;3.37
55;189;52.10
55;209;4.74
55;322;20.64
56;283;29.04
56;177;4.82
56;498;4.67
56;348;78.59
57;456;58.08
57;230;2.15
58;410;4.32
59;31;46.95
59;137;47.96
59;420;10.52
59;442;69.22
59;387;33.54
59;276;83.38
59;335;76.08
59;329;2.37
60;318;86.85
60;332;27.74
60;470;52.56
61;169;12.41
61;26;47.32
61;378;80.01
61;174;88.72
62;178;82.69
62;252;48.77
63;398;25.66
63;122;41.32
64;133;62.97
64;290;67.74
64;214;23.19
64;276;49.65
65;106;20.38
65;287;12.33
66;345;20.42
66;421;58.82
66;335;11.33
66;284;6.71
66;260;25.76
66;70;71.76
67;23;89.79
67;368;10.29
68;415;47.29
68;288;37.45
68;195;25.28
69;102;79.53
69;191;80.28
69;226;39.08
70;75;11.67
70;407;3.93
70;66;71.76
72;162;6.66
72;53;49.96
72;192;72.15
72;412;88.81
73;107;74.69
73;90;12.14
73;237;60.76
74;356;24.84
74;203;43.45
74;298;54.13
75;70;11.67
75;191;65.29
76;225;5.96
76;46;82.92
76;222;46.05
77;360;24.30
77;184;65.98
77;358;39.24
78;240;57.33
78;168;55.73
79;247;7.88
79;380;74.98
79;224;64.67
79;460;65.55
80;194;68.89
80;159;71.28
80;420;9.52
80;357;74.07
80;487;78.90
81;436;6.49
81;498;84.32
81;278;21.69
81;410;80.94
82;133;30.07
82;249;85.27
82;356;37.98
82;173;59.89
82;257;84.81
83;5;53.12
83;42;87.57
83;414;22.72
83;395;59.43
84;207;22.02
85;136;81.04
85;138;85.28
85;157;64.84
86;218;51.51
86;455;6.00
86;465;46.95
87;182;11.41
88;376;18.75
88;216;81.32
89;176;69.86
89;111;86.93
89;455;89.36
89;103;57.19
90;103;89.90
90;73;12.14
91;339;24.91
91;178;33.25
91;110;3.51
91;325;45.18
91;175;36.66
91;246;16.69
91;306;68.06
91;359;49.87
92;215;1.99
93;445;13.23
93;442;82.74
93;152;65.85
93;413;87.39
94;472;14.79
94;386;42.24
94;123;11.86
94;218;9.12
96;190;85.27
96;406;67.10
96;487;14.50
96;37;17.82
97;273;24.24
97;241;78.32
98;331;80.12
98;148;29.01
98;494;29.76
99;400;68.63
100;166;88.89
100;290;31.94
100;143;45.26
100;214;37.65
101;362;74.41
