source;target;label
0;8;54.62
1;6;66.17
1;12;46.22
2;22;71.42
3;7;39.53
3;14;37.76
3;19;12.24
3;23;7.23
3;25;51.07
3;28;56.46
4;8;52.44
4;22;76.34
4;24;50.60
6;1;66.17
6;12;78.41
7;3;39.53
7;19;63.88
7;28;20.47
8;0;54.62
8;4;52.44
8;24;64.15
8;26;20.18
9;11;61.65
9;13;63.00
9;15;31.06
9;29;67.61
10;14;7.44
10;17;35.31
11;9;61.65
11;15;21.75
11;18;46.13
11;26;65.40
11;29;71.02
12;1;46.22
12;6;78.41
13;9;63.00
13;15;20.87
14;3;37.76
14;10;7.44
14;17;32.71
14;19;68.39
14;25;67.75
15;9;31.06
15;11;21.75
15;13;20.87
16;20;16.29
16;21;75.11
16;27;70.11
17;10;35.31
17;14;32.71
17;19;58.26
18;11;46.13
18;26;11.64
18;29;69.48
19;3;12.24
19;7;63.88
19;14;68.39
19;17;58.26
19;23;55.78
19;25;11.82
19;28;62.14
20;16;16.29
20;27;53.99
21;16;75.11
22;2;71.42
22;4;76.34
22;24;70.84
23;3;7.23
23;19;55.78
23;25;87.13
23;28;28.01
24;4;50.60
24;8;64.15
24;22;70.84
25;3;51.07
25;14;67.75
25;19;11.82
25;23;87.13
25;28;50.87
26;8;20.18
26;11;65.40
26;18;11.64
27;16;70.11
27;20;53.99
28;3;56.46
28;7;20.47
28;19;62.14
28;23;28.01
28;25;50.87
29;9;67.61
29;11;71.02
29;18;69.48
