source;target;label
0;33;28.88
0;35;89.73
0;51;44.98
0;128;59.01
0;170;89.75
0;206;79.46
0;212;71.24
0;217;39.06
0;235;62.22
0;259;71.91
0;277;11.43
0;284;50.29
0;362;25.19
0;374;66.18
0;398;69.09
0;443;30.95
0;463;61.39
1;44;60.08
1;100;34.30
1;123;68.24
1;133;15.63
1;169;27.02
1;209;50.64
1;238;73.47
1;255;3.45
1;301;15.40
1;366;19.31
1;378;36.63
1;418;76.89
1;434;35.74
1;451;48.30
2;4;25.65
2;96;38.74
2;107;86.61
2;264;31.36
2;300;49.24
2;343;47.11
2;350;45.89
2;360;87.74
2;381;36.14
2;386;80.13
2;391;67.77
2;401;76.86
2;407;30.55
2;459;80.47
3;72;38.64
3;105;53.95
3;152;86.06
3;222;33.25
3;250;11.66
3;254;21.54
3;274;38.99
3;299;49.23
3;312;78.99
3;394;9.91
3;425;20.15
3;440;11.41
4;2;25.65
4;107;43.90
4;264;61.22
4;294;19.92
4;300;57.28
4;343;27.65
4;350;61.67
4;360;41.72
4;386;79.75
4;407;26.17
4;459;49.38
5;6;62.83
5;12;18.34
5;19;13.09
5;34;42.69
5;41;66.79
5;60;73.74
5;93;6.29
5;132;12.59
5;136;14.43
5;172;12.61
5;185;31.45
5;221;24.59
5;234;4.29
5;239;60.11
5;296;11.77
5;302;23.91
5;304;80.51
5;321;42.57
5;323;1.43
5;333;13.76
5;344;25.50
5;347;71.90
5;348;80.26
5;431;30.11
5;488;66.91
6;5;62.83
6;19;56.15
6;41;21.30
6;60;63.45
6;93;85.79
6;112;85.99
6;136;18.06
6;166;72.17
6;172;4.87
6;185;59.51
6;221;63.57
6;296;6.27
6;302;31.57
6;306;76.57
6;321;2.39
6;323;26.28
6;333;33.56
6;344;75.10
6;347;56.15
6;348;81.28
6;431;44.90
6;480;89.24
7;49;50.39
7;53;61.59
7;84;15.71
7;177;78.80
7;208;74.88
7;220;14.04
7;222;44.15
7;223;35.73
7;226;48.80
7;229;7.27
7;250;7.55
7;274;72.30
7;299;38.75
7;372;4.29
7;415;62.77
7;425;88.50
7;477;13.82
7;478;26.54
8;12;56.38
8;41;23.97
8;52;12.36
8;87;67.18
8;91;1.98
8;145;84.60
8;154;5.83
8;214;33.88
8;221;46.65
8;253;56.94
8;336;17.24
8;344;70.28
8;364;22.89
8;379;19.57
8;399;35.62
8;431;30.63
8;437;70.38
8;480;39.11
9;48;56.15
9;56;71.55
9;64;18.48
9;86;85.42
9;151;54.56
9;190;85.42
9;200;40.11
9;210;66.32
9;289;8.64
9;320;52.29
9;330;9.45
9;340;63.79
9;377;53.86
9;456;43.37
10;26;43.81
10;106;58.89
10;109;57.20
10;131;29.60
10;132;37.62
10;242;43.80
10;304;53.64
10;335;49.06
10;348;26.57
10;373;7.24
10;411;11.95
10;430;42.81
10;436;21.79
10;438;6.35
10;475;51.69
10;479;53.44
11;31;75.80
11;42;21.37
11;101;17.76
11;180;64.12
11;181;62.97
11;193;21.87
11;248;24.01
11;257;57.32
11;265;28.33
11;271;73.34
11;298;77.07
11;308;84.14
12;5;18.34
12;8;56.38
12;34;17.37
12;41;71.58
12;54;2.59
12;74;18.30
12;91;76.73
12;145;56.09
12;185;26.99
12;216;22.34
12;234;25.71
12;239;37.98
12;247;10.92
12;323;60.91
12;333;69.55
12;344;3.12
12;357;29.29
12;363;24.37
12;399;60.71
12;431;76.05
12;488;16.30
12;491;50.57
12;497;28.53
13;58;69.06
13;99;52.42
13;127;39.90
13;196;47.75
13;225;86.30
13;246;79.85
13;270;16.65
13;316;66.82
13;400;70.97
13;408;50.74
13;420;88.47
13;444;89.00
13;460;58.82
13;462;17.85
13;489;84.58
14;32;50.72
14;55;15.00
14;69;76.50
14;130;62.27
14;152;76.77
14;218;53.84
14;272;45.76
14;283;22.92
14;315;81.70
14;368;28.76
14;389;27.27
14;421;73.12
14;470;50.60
15;56;30.42
15;92;72.13
15;122;46.77
15;157;49.49
15;183;11.42
15;200;88.94
15;202;58.94
15;230;5.46
15;261;24.46
15;286;48.15
15;292;2.03
15;293;89.62
15;349;47.55
15;383;19.35
15;412;57.47
15;449;16.16
15;453;41.97
15;464;63.61
15;485;40.26
16;98;62.60
16;110;72.03
16;126;68.30
16;162;85.06
16;175;52.61
16;198;35.30
16;199;58.53
16;230;42.19
16;245;21.74
16;260;54.78
16;292;32.44
16;376;4.73
16;413;39.78
16;449;84.98
16;469;21.64
16;493;54.23
17;54;9.27
17;74;37.91
17;91;86.25
17;179;56.95
17;216;26.39
17;256;42.10
17;279;55.68
17;303;19.39
17;314;35.15
17;357;3.62
17;363;21.26
17;390;78.75
17;461;81.63
17;491;44.46
17;497;67.86
18;78;43.54
18;252;46.87
18;262;18.07
18;266;45.03
18;310;87.01
18;339;6.54
18;393;49.07
18;403;23.32
19;5;13.09
19;6;56.15
19;60;56.88
19;93;77.04
19;121;50.83
19;136;83.65
19;166;29.30
19;172;36.73
19;185;16.55
19;227;30.17
19;296;67.10
19;302;65.67
19;306;48.79
19;321;71.75
19;333;87.42
19;347;86.75
19;348;2.60
19;396;81.54
20;36;86.56
20;66;33.28
20;120;64.67
20;143;87.32
20;290;4.47
20;448;3.11
20;474;56.51
20;499;13.82
21;31;84.48
21;42;57.35
21;63;84.28
21;89;11.78
21;181;22.32
21;193;22.85
21;236;27.47
21;248;84.70
21;265;69.95
21;271;60.84
21;298;20.45
22;45;20.09
22;82;75.65
22;104;33.15
22;192;24.22
22;258;16.14
22;268;78.30
22;309;66.56
22;359;7.14
22;410;23.92
22;429;51.85
23;36;77.32
23;73;70.98
23;88;65.04
23;95;33.11
23;102;80.74
23;117;82.08
23;213;40.10
23;219;32.71
23;337;35.34
23;361;17.08
23;369;53.30
23;419;12.86
23;426;37.20
23;496;59.15
23;499;7.83
24;90;78.49
24;287;78.52
24;356;67.52
25;44;53.73
25;103;49.09
25;133;77.77
25;150;58.18
25;156;3.52
25;227;27.78
25;238;49.18
25;255;10.42
25;263;42.71
25;301;29.51
25;319;42.89
25;328;45.92
25;341;44.10
25;366;75.39
25;396;32.28
25;418;45.08
25;446;35.76
25;468;34.41
25;481;5.73
25;492;57.36
26;10;43.81
26;43;27.20
26;69;65.10
26;106;47.51
26;109;85.18
26;131;19.46
26;189;33.33
26;224;56.03
26;242;29.77
26;251;22.60
26;269;83.98
26;272;16.20
26;278;40.23
26;283;83.14
26;335;26.95
26;373;54.56
26;430;72.91
26;438;83.80
26;475;72.62
26;479;22.99
27;93;41.33
27;121;19.48
27;136;50.46
27;150;12.06
27;153;63.48
27;172;16.58
27;227;14.56
27;313;24.30
27;321;43.99
27;348;87.96
27;396;10.98
27;411;77.81
27;436;54.67
27;475;8.93
28;30;65.64
28;76;46.96
28;139;43.34
28;140;29.64
28;154;65.82
28;186;35.37
28;231;77.36
28;334;22.86
28;353;6.17
28;379;73.42
28;391;23.18
28;392;29.84
28;447;45.59
28;466;5.11
29;32;67.44
29;72;53.68
29;97;2.06
29;125;78.53
29;130;28.52
29;135;49.60
29;173;8.45
29;188;70.42
29;218;53.14
29;240;2.95
29;288;55.38
29;331;81.89
29;388;61.74
29;395;21.15
29;455;29.12
29;470;37.99
29;498;46.46
30;28;65.64
30;76;69.22
30;139;85.87
30;140;13.03
30;149;58.39
30;211;42.62
30;231;18.21
30;284;30.38
30;297;84.11
30;346;2.17
30;353;26.51
30;405;10.05
30;427;43.37
30;447;85.67
30;457;34.20
31;11;75.80
31;21;84.48
31;32;50.67
31;42;84.42
31;63;37.79
31;89;50.13
31;181;14.59
31;193;55.84
31;236;87.06
31;240;59.13
31;248;63.14
31;257;10.18
31;265;35.68
31;298;87.62
32;14;50.72
32;29;67.44
32;31;50.67
32;55;39.99
32;63;77.28
32;97;71.00
32;130;11.66
32;135;20.16
32;188;48.55
32;218;36.72
32;240;45.21
32;288;20.24
32;368;40.46
32;389;60.96
32;455;81.17
32;470;88.75
33;0;28.88
33;35;7.17
33;37;52.59
33;51;14.99
33;113;38.06
33;146;20.24
33;170;6.38
33;187;65.06
33;203;17.40
33;206;85.35
33;217;35.90
33;277;61.55
33;338;62.03
33;351;16.52
33;374;61.20
33;380;62.52
33;398;77.24
33;452;38.96
33;463;22.91
34;5;42.69
34;12;17.37
34;41;80.39
34;54;35.80
34;74;8.65
34;132;60.38
34;216;5.13
34;234;70.68
34;239;10.27
34;247;18.21
34;304;67.60
34;323;27.71
34;344;3.23
34;357;88.75
34;363;66.37
34;373;42.91
34;488;85.95
34;491;13.64
34;497;5.79
35;0;89.73
35;33;7.17
35;37;82.45
35;51;87.04
35;128;53.85
35;146;8.77
35;170;35.08
35;187;30.02
35;206;22.46
35;217;17.42
35;235;61.39
35;259;73.58
35;277;23.56
35;338;89.27
35;351;66.93
35;374;37.34
35;380;31.59
35;398;34.93
35;452;47.92
35;463;45.45
36;20;86.56
36;23;77.32
36;66;85.80
36;95;24.05
36;102;46.25
36;117;82.98
36;143;64.25
36;337;39.34
36;369;46.81
36;419;1.47
36;496;22.49
36;499;12.85
37;33;52.59
37;35;82.45
37;83;36.47
37;113;3.69
37;187;33.49
37;206;72.23
37;217;43.46
37;338;44.37
37;351;2.58
37;380;12.68
37;398;1.13
37;406;67.07
38;46;68.36
38;71;49.28
38;73;86.59
38;88;74.47
