source;target;label
0;11;2.08
0;19;17.03
0;24;17.09
0;27;41.32
0;31;27.62
0;34;89.42
0;43;88.08
0;48;37.86
0;56;4.85
0;69;38.03
0;77;20.53
0;89;58.02
1;6;73.84
1;29;76.38
1;50;24.55
1;54;40.35
1;57;62.10
1;64;44.26
1;74;66.24
1;81;44.72
1;82;52.33
1;91;23.64
2;7;61.50
2;12;40.46
2;15;15.24
2;21;9.48
2;30;43.79
2;37;63.67
2;59;7.09
2;60;31.68
2;85;31.82
2;98;64.90
3;36;41.65
3;39;5.08
3;42;60.70
3;54;10.12
3;55;53.12
3;64;5.84
3;79;67.83
3;80;17.86
3;82;29.21
3;84;48.32
3;91;68.16
4;9;5.70
4;16;14.72
4;31;86.01
4;32;19.57
4;50;80.81
4;53;66.62
4;58;8.78
4;66;62.11
4;87;68.62
4;93;46.02
4;94;40.44
5;8;74.53
5;34;76.68
5;49;52.64
5;56;60.26
5;63;25.93
5;83;42.88
5;87;70.51
5;89;79.81
5;95;64.99
6;1;73.84
6;29;37.26
6;42;10.27
6;54;51.40
6;64;48.74
7;2;61.50
7;12;78.91
7;15;81.21
7;21;52.00
7;30;44.26
7;37;52.62
7;59;43.43
7;60;17.54
7;65;7.92
7;85;22.15
7;98;72.53
8;5;74.53
8;49;52.26
8;57;18.36
8;63;84.21
8;81;53.56
8;83;73.69
8;87;6.52
8;95;4.65
9;4;5.70
9;19;88.11
9;22;76.76
9;31;35.12
9;38;89.59
9;43;67.39
9;48;86.63
9;58;19.54
9;66;17.55
9;88;1.21
9;93;18.57
9;94;74.75
9;96;28.12
10;16;2.64
10;25;80.52
10;26;73.29
10;32;3.07
10;35;1.44
10;36;81.77
10;39;9.11
10;53;51.13
10;55;34.45
10;59;38.54
10;62;79.34
10;65;68.50
10;91;24.79
10;99;20.08
11;0;2.08
11;17;8.45
11;24;45.16
11;27;77.90
11;34;10.36
11;43;68.73
11;56;2.07
11;69;35.30
11;77;79.21
11;89;16.40
12;2;40.46
12;7;78.91
12;13;33.55
12;25;38.73
12;30;33.56
12;37;81.46
12;41;51.95
12;45;62.90
12;59;46.93
12;60;51.27
12;65;26.35
12;85;15.24
13;12;33.55
13;25;22.30
13;35;56.47
13;37;56.51
13;39;81.27
13;41;46.40
13;45;88.03
13;47;67.25
13;59;12.03
13;65;65.74
13;85;89.53
14;17;88.85
14;18;9.56
14;20;55.48
14;23;77.59
14;46;2.22
14;68;83.90
14;70;88.12
14;75;24.90
14;77;15.01
15;2;15.24
15;7;81.21
15;21;55.48
15;71;51.85
15;72;59.25
15;98;29.80
16;4;14.72
16;10;2.64
16;25;70.21
16;26;69.57
16;32;38.52
16;35;16.46
16;50;37.18
16;53;36.26
16;62;77.32
16;72;89.44
16;93;60.46
16;94;1.84
16;99;66.20
17;11;8.45
17;14;88.85
17;18;54.88
17;20;81.73
17;23;9.18
17;24;80.36
17;27;82.23
17;43;83.89
17;68;21.62
17;69;46.02
17;75;18.06
17;77;47.16
18;14;9.56
18;17;54.88
18;20;87.78
18;23;3.57
18;40;3.90
18;46;30.41
18;70;29.34
18;75;29.97
19;0;17.03
19;9;88.11
19;24;82.72
19;31;21.53
19;34;81.96
19;43;79.23
19;48;71.02
19;49;31.08
19;56;81.29
19;58;42.46
19;66;51.42
19;69;2.35
19;87;6.74
19;89;18.26
20;14;55.48
20;17;81.73
20;18;87.78
20;23;53.74
20;38;35.95
20;40;17.58
20;43;31.21
20;46;2.96
20;58;86.29
20;70;4.41
20;77;89.20
20;92;76.38
20;96;19.15
21;2;9.48
21;7;52.00
21;15;55.48
21;30;14.44
21;60;10.80
21;71;78.72
21;98;29.14
22;9;76.76
22;38;41.17
22;58;23.36
22;66;7.93
22;67;38.30
22;73;33.68
22;88;76.79
22;92;9.16
22;93;84.32
22;96;32.13
23;14;77.59
23;17;9.18
23;18;3.57
23;20;53.74
23;46;62.77
23;68;15.16
23;75;20.75
23;77;80.31
24;0;17.09
24;11;45.16
24;17;80.36
24;19;82.72
24;27;79.12
24;34;74.22
24;43;66.49
24;48;2.97
24;56;35.23
24;69;67.77
24;77;61.25
24;89;86.76
25;10;80.52
25;12;38.73
25;13;22.30
25;16;70.21
25;26;12.30
25;32;52.32
25;35;17.05
25;37;7.56
25;39;16.65
25;53;34.05
25;55;80.01
25;59;44.18
25;62;65.66
25;65;32.37
25;85;85.49
25;99;77.39
26;10;73.29
26;16;69.57
26;25;12.30
26;32;22.42
26;35;69.81
26;36;26.25
26;39;44.63
26;50;11.48
26;53;43.80
26;55;22.01
26;62;55.58
26;82;18.55
26;91;46.50
26;99;54.70
27;0;41.32
27;11;77.90
27;17;82.23
27;24;79.12
27;34;9.32
27;43;33.87
27;68;20.67
27;69;33.86
27;75;80.85
27;77;52.67
27;89;79.89
28;30;35.67
28;41;57.09
28;45;50.85
28;51;36.31
28;61;63.11
29;1;76.38
29;6;37.26
29;42;16.73
29;54;60.38
29;57;59.81
29;64;6.70
29;74;86.78
29;81;32.77
30;2;43.79
30;7;44.26
30;12;33.56
30;21;14.44
30;28;35.67
30;41;54.99
30;60;84.08
30;85;59.77
30;98;81.34
31;0;27.62
31;4;86.01
31;9;35.12
31;19;21.53
31;34;19.51
31;38;80.71
31;43;17.29
31;48;16.11
31;56;71.62
31;58;35.57
31;66;65.69
31;88;40.17
31;93;2.00
31;94;39.43
31;96;15.39
32;4;19.57
32;10;3.07
32;16;38.52
32;25;52.32
32;26;22.42
32;35;46.38
32;50;19.61
32;53;72.40
32;55;49.70
32;62;49.03
32;91;60.23
32;93;19.39
32;99;63.58
33;44;39.58
33;52;6.17
33;78;63.22
33;90;67.31
34;0;89.42
34;5;76.68
34;11;10.36
34;19;81.96
34;24;74.22
34;27;9.32
34;31;19.51
34;43;75.42
34;48;71.90
34;49;71.61
34;56;22.61
34;69;18.49
34;89;32.75
35;10;1.44
35;13;56.47
35;16;16.46
35;25;17.05
35;26;69.81
35;32;46.38
35;36;42.42
35;37;18.47
35;39;65.67
35;53;50.55
35;55;47.18
35;59;30.42
35;62;45.54
35;65;71.48
35;91;53.51
35;99;28.86
36;3;41.65
36;10;81.77
36;26;26.25
36;35;42.42
36;39;35.10
36;47;54.89
36;54;36.87
36;55;33.62
36;79;86.46
36;82;55.78
36;84;68.63
36;91;37.64
36;99;13.74
37;2;63.67
37;7;52.62
37;12;81.46
37;13;56.51
37;25;7.56
37;35;18.47
37;59;66.75
37;60;13.81
37;62;28.79
37;65;60.55
37;85;77.47
37;99;67.71
38;9;89.59
38;20;35.95
38;22;41.17
38;31;80.71
38;40;1.95
38;43;26.19
38;46;51.97
38;48;19.80
38;58;32.20
38;66;89.41
38;70;36.97
38;88;27.55
38;92;14.98
38;96;39.03
39;3;5.08
39;10;9.11
39;13;81.27
39;25;16.65
39;26;44.63
39;35;65.67
39;36;35.10
39;47;85.21
39;55;33.65
39;65;64.70
39;79;87.61
39;82;62.59
39;84;37.98
39;91;12.55
39;99;9.80
40;18;3.90
40;20;17.58
40;38;1.95
40;46;85.47
40;67;16.85
40;70;15.94
40;73;86.35
40;92;10.91
41;12;51.95
41;13;46.40
41;28;57.09
41;30;54.99
41;45;72.72
41;51;11.24
41;61;15.45
41;85;66.70
42;3;60.70
42;6;10.27
42;29;16.73
42;54;31.23
42;64;75.16
42;80;33.43
42;82;31.80
43;0;88.08
43;9;67.39
43;11;68.73
43;17;83.89
43;19;79.23
43;20;31.21
43;24;66.49
43;27;33.87
43;31;17.29
43;34;75.42
43;38;26.19
43;48;32.60
43;56;63.73
43;58;15.80
43;66;50.01
43;69;78.60
43;77;35.17
43;89;59.76
44;33;39.58
44;52;20.40
44;78;78.33
44;86;28.89
44;90;75.46
45;12;62.90
45;13;88.03
45;28;50.85
45;41;72.72
45;47;52.12
45;51;46.41
45;61;70.26
45;65;89.44
45;85;73.37
46;14;2.22
46;18;30.41
46;20;2.96
46;23;62.77
