source;target;label
0;14;89.72
1;10;88.02
2;8;89.85
3;6;86.47
3;8;89.45
4;10;88.40
5;7;84.33
5;9;88.88
6;3;86.47
6;12;88.54
6;20;89.62
7;5;84.33
8;13;89.28
8;3;89.45
8;2;89.85
9;13;88.53
9;5;88.88
10;1;88.02
10;12;88.09
10;4;88.40
11;13;74.61
12;10;88.09
12;6;88.54
13;11;74.61
13;14;84.28
13;9;88.53
13;8;89.28
14;13;84.28
14;0;89.72
15;23;84.72
15;22;85.25
16;49;75.89
16;20;80.88
16;27;81.48
17;28;80.38
18;26;76.62
18;20;80.98
19;20;84.23
20;16;80.88
20;18;80.98
20;19;84.23
20;6;89.62
21;24;79.95
22;108;79.34
22;31;80.63
22;15;85.25
22;60;85.41
22;27;88.31
22;52;89.34
23;15;84.72
24;91;62.88
24;26;77.55
24;21;79.95
24;54;82.53
25;27;87.10
25;33;87.38
26;18;76.62
26;24;77.55
26;30;84.34
27;34;80.47
27;28;80.99
27;16;81.48
27;25;87.10
27;22;88.31
28;38;79.54
28;17;80.38
28;27;80.99
28;32;85.99
29;56;80.19
30;26;84.34
31;22;80.63
32;28;85.99
32;59;87.40
33;25;87.38
34;27;80.47
35;37;81.00
36;37;81.46
36;67;84.77
37;35;81.00
37;36;81.46
38;28;79.54
39;54;81.43
39;43;84.62
40;42;78.95
40;55;80.98
40;47;89.37
41;103;83.44
41;56;84.52
42;40;78.95
43;39;84.62
44;76;71.01
45;57;79.82
46;48;81.46
46;47;81.62
46;83;82.90
46;75;83.73
46;50;84.96
47;46;81.62
47;40;89.37
48;46;81.46
49;62;73.20
49;16;75.89
50;46;84.96
50;71;88.72
51;53;83.68
52;22;89.34
53;57;77.77
53;51;83.68
54;39;81.43
54;24;82.53
55;40;80.98
55;61;86.59
56;29;80.19
56;41;84.52
56;80;84.87
57;53;77.77
57;45;79.82
57;76;79.96
58;66;88.65
59;67;81.69
59;32;87.40
60;22;85.41
60;77;85.81
60;61;89.39
61;55;86.59
61;60;89.39
62;49;73.20
63;67;87.14
64;74;77.81
65;66;83.89
66;65;83.89
66;58;88.65
66;133;89.68
67;59;81.69
67;36;84.77
67;63;87.14
68;69;81.68
68;88;84.08
68;133;87.61
69;68;81.68
69;79;84.56
69;78;89.82
70;104;79.84
71;72;86.44
71;80;88.07
71;50;88.72
72;74;75.19
72;71;86.44
73;101;85.07
73;89;85.50
73;79;89.79
74;72;75.19
74;64;77.81
75;46;83.73
75;82;88.75
76;44;71.01
76;57;79.96
76;85;84.95
77;111;84.05
77;60;85.81
78;69;89.82
79;69;84.56
79;85;85.35
79;84;87.42
79;73;89.79
80;102;75.36
80;56;84.87
80;104;85.16
80;71;88.07
81;85;89.05
81;87;89.31
82;75;88.75
83;46;82.90
84;79;87.42
84;118;88.91
85;76;84.95
85;79;85.35
85;81;89.05
86;87;80.06
86;95;86.01
87;86;80.06
87;92;80.54
87;81;89.31
88;68;84.08
88;104;87.76
89;73;85.50
90;101;77.30
91;24;62.88
91;93;80.79
92;87;80.54
93;91;80.79
94;120;86.73
95;86;86.01
96;122;84.98
96;115;88.38
97;99;78.21
97;116;81.64
98;134;79.55
99;97;78.21
100;106;82.55
101;90;77.30
101;73;85.07
102;80;75.36
103;41;83.44
103;145;84.48
104;70;79.84
104;80;85.16
104;88;87.76
104;116;88.16
105;111;83.61
106;100;82.55
106;191;89.40
107;110;81.49
107;126;85.67
108;113;78.72
108;22;79.34
108;173;87.78
109;130;79.95
109;115;80.22
109;148;84.07
110;121;79.73
110;107;81.49
111;105;83.61
111;77;84.05
112;114;75.39
113;169;69.92
113;108;78.72
113;120;79.50
114;112;75.39
114;125;83.21
115;109;80.22
115;140;84.61
115;96;88.38
116;97;81.64
116;104;88.16
117;120;79.34
118;122;86.68
118;84;88.91
119;130;74.64
120;117;79.34
120;113;79.50
120;94;86.73
121;110;79.73
122;96;84.98
122;118;86.68
122;139;88.40
123;132;83.66
124;126;81.96
125;114;83.21
125;129;86.07
126;124;81.96
126;107;85.67
126;150;86.79
127;140;73.50
128;129;88.49
129;157;84.17
129;125;86.07
129;128;88.49
130;119;74.64
130;109;79.95
131;134;83.66
131;160;83.97
132;123;83.66
132;163;87.11
133;68;87.61
133;66;89.68
134;98;79.55
134;131;83.66
134;175;89.29
135;147;68.52
136;142;70.28
136;154;80.42
137;144;88.97
138;163;77.16
138;154;80.86
138;143;81.86
139;122;88.40
140;127;73.50
140;115;84.61
140;188;86.19
141;161;83.94
141;144;89.22
142;136;70.28
143;138;81.86
144;137;88.97
144;141;89.22
145;168;81.95
145;164;82.08
145;103;84.48
145;159;88.42
146;186;81.16
147;135;68.52
147;154;82.13
148;183;82.96
148;109;84.07
149;190;89.18
150;153;84.08
150;126;86.79
151;170;71.29
151;193;77.72
151;155;83.41
151;177;86.76
152;180;83.99
152;164;85.51
153;159;80.60
153;167;83.40
153;150;84.08
153;154;87.75
154;136;80.42
154;138;80.86
154;147;82.13
154;153;87.75
155;151;83.41
155;171;84.32
155;194;89.18
156;168;68.24
157;129;84.17
157;159;85.44
158;165;85.78
159;153;80.60
159;157;85.44
159;145;88.42
160;196;70.86
160;131;83.97
161;202;81.96
161;141;83.94
161;183;84.39
162;165;80.88
162;164;85.06
163;138;77.16
163;132;87.11
163;207;89.21
164;145;82.08
164;162;85.06
164;152;85.51
165;162;80.88
165;158;85.78
166;170;88.07
167;153;83.40
168;156;68.24
168;145;81.95
169;113;69.92
170;151;71.29
170;166;88.07
171;155;84.32
171;201;87.48
172;177;85.16
173;178;81.24
173;108;87.78
174;177;81.00
174;175;88.74
175;174;88.74
175;134;89.29
176;187;74.36
176;179;84.94
177;174;81.00
177;172;85.16
177;151;86.76
178;200;78.75
178;173;81.24
178;192;81.68
178;184;84.11
179;176;84.94
180;152;83.99
181;192;67.78
182;192;81.37
183;148;82.96
183;194;83.92
183;161;84.39
184;187;79.78
184;191;80.35
184;178;84.11
185;187;87.07
186;146;81.16
186;207;85.95
187;176;74.36
187;184;79.78
187;185;87.07
188;140;86.19
189;248;80.55
190;195;79.56
190;228;79.76
190;149;89.18
191;221;80.28
191;184;80.35
191;106;89.40
192;181;67.78
192;182;81.37
192;178;81.68
193;197;77.49
193;151;77.72
194;183;83.92
194;195;88.75
194;155;89.18
195;190;79.56
195;194;88.75
196;160;70.86
197;193;77.49
198;223;87.42
199;215;79.94
199;209;81.85
200;178;78.75
201;208;71.11
201;206;73.05
201;171;87.48
201;211;87.97
202;203;80.86
202;161;81.96
203;202;80.86
204;216;87.88
205;212;77.73
206;201;73.05
207;186;85.95
207;222;87.78
207;163;89.21
208;201;71.11
209;199;81.85
209;210;86.05
210;242;86.01
210;209;86.05
210;221;89.07
211;229;75.93
211;218;79.00
211;201;87.97
212;222;71.09
212;205;77.73
213;234;84.83
214;218;74.80
215;230;77.25
215;199;79.94
215;226;81.45
216;307;83.05
216;204;87.88
217;264;87.82
218;214;74.80
218;211;79.00
219;224;65.89
220;223;80.98
220;221;85.32
220;250;86.38
221;191;80.28
221;220;85.32
221;210;89.07
222;212;71.09
222;207;87.78
223;220;80.98
223;198;87.42
224;219;65.89
224;235;83.09
225;236;83.45
225;258;84.04
226;215;81.45
226;248;88.37
227;230;69.74
228;190;79.76
229;211;75.93
230;227;69.74
230;215;77.25
231;251;83.86
231;243;85.25
232;259;87.53
233;260;82.38
234;235;79.55
234;236;80.54
234;213;84.83
235;234;79.55
235;255;82.58
235;224;83.09
236;234;80.54
236;225;83.45
236;248;86.76
237;240;74.57
237;246;89.90
238;258;84.57
239;247;85.49
239;241;86.23
240;237;74.57
241;245;78.15
241;239;86.23
242;245;77.89
242;266;83.57
242;210;86.01
243;231;85.25
244;258;79.53
245;242;77.89
245;241;78.15
245;270;84.15
246;257;84.30
246;237;89.90
247;239;85.49
248;189;80.55
248;236;86.76
248;226;88.37
249;280;74.99
250;220;86.38
250;251;88.52
251;231;83.86
251;250;88.52
251;260;88.85
252;253;75.01
252;273;77.26
253;252;75.01
253;260;81.68
253;307;85.57
254;295;87.02
255;235;82.58
256;263;80.66
257;273;75.03
257;277;78.54
