source;target;label
0;5;86.02
1;375;89.99
2;309;89.04
2;45;89.79
3;50;89.20
3;39;89.36
4;80;88.48
4;441;89.74
4;373;89.82
4;312;89.95
5;0;86.02
5;269;88.88
5;397;89.00
6;310;89.57
6;389;89.92
7;354;87.22
7;194;88.77
7;116;89.48
8;453;88.50
9;141;89.03
9;202;89.46
10;160;87.93
11;247;88.49
11;494;89.36
12;486;89.01
13;88;86.99
14;35;88.58
14;496;89.14
15;66;88.76
16;80;88.52
17;112;88.83
18;338;89.29
18;130;89.33
18;375;89.36
19;440;89.66
20;385;88.79
21;359;88.16
21;92;88.81
21;40;88.94
21;122;89.50
21;38;89.92
22;262;89.40
23;425;87.80
24;212;89.89
25;325;87.67
26;273;88.77
26;189;89.60
27;248;82.47
27;135;88.47
27;51;88.53
27;425;88.95
28;189;89.89
29;377;87.41
29;42;87.57
29;424;89.23
30;446;86.35
30;99;88.23
30;189;88.47
30;423;89.66
31;127;89.23
31;212;89.47
32;253;88.70
32;190;89.07
32;488;89.67
33;68;86.04
34;287;88.35
34;118;89.64
35;14;88.58
35;485;89.09
36;338;88.08
37;47;88.91
37;321;89.69
38;460;87.59
38;81;87.84
38;90;89.13
38;297;89.18
38;151;89.65
38;21;89.92
39;212;89.04
39;3;89.36
40;236;88.01
40;21;88.94
41;215;88.87
41;278;89.06
42;29;87.57
43;420;89.18
43;262;89.23
43;474;89.31
43;393;89.72
43;370;89.88
44;64;88.90
45;2;89.79
46;238;89.87
46;218;89.88
47;292;87.75
47;176;88.68
47;98;88.75
47;37;88.91
48;331;89.08
48;230;89.95
49;270;89.45
50;3;89.20
50;227;89.37
50;87;89.60
51;27;88.53
52;461;89.29
53;56;86.37
54;79;88.61
55;244;86.84
55;194;88.76
55;277;89.86
56;53;86.37
56;300;88.05
56;186;88.53
56;238;88.82
56;344;88.90
56;83;89.27
56;202;89.34
57;265;87.12
58;433;88.63
59;286;89.17
59;79;89.72
60;121;87.39
61;370;89.04
61;209;89.20
61;353;89.36
61;97;89.85
61;344;89.95
61;459;89.98
62;189;84.82
63;487;88.99
64;308;88.31
64;44;88.90
64;436;89.58
64;171;89.94
65;438;87.30
66;15;88.76
66;292;89.14
67;365;88.95
68;71;85.56
68;33;86.04
68;401;88.15
68;290;88.83
68;193;89.02
69;199;89.46
69;315;89.72
70;329;87.03
70;237;88.19
71;68;85.56
72;127;89.16
73;175;86.53
74;227;89.21
74;259;89.67
74;286;89.82
75;395;87.72
75;447;89.56
76;167;88.96
76;327;89.50
76;117;89.75
77;268;87.17
77;106;88.23
77;435;89.77
78;260;89.19
78;349;89.96
79;54;88.61
79;328;88.93
79;106;89.08
79;59;89.72
80;4;88.48
80;16;88.52
80;385;88.96
81;38;87.84
82;482;89.60
82;264;89.60
82;120;89.99
83;56;89.27
83;426;89.28
84;317;87.93
84;386;89.24
84;319;89.94
85;347;88.43
86;209;89.61
86;136;89.76
87;187;88.90
87;337;89.13
87;50;89.60
87;101;89.86
88;13;86.99
88;418;88.71
88;233;89.63
89;162;88.56
89;492;89.10
90;38;89.13
91;331;89.54
92;21;88.81
92;160;89.07
92;242;89.50
92;138;89.59
93;160;89.16
93;231;89.67
94;95;87.68
94;139;88.25
95;94;87.68
96;167;88.75
96;113;88.89
97;221;87.51
97;165;89.66
97;61;89.85
98;414;88.70
98;47;88.75
99;356;87.71
99;30;88.23
100;392;89.01
101;166;87.27
101;473;88.84
101;87;89.86
102;419;86.10
103;399;88.38
104;474;88.36
105;177;87.04
105;317;88.26
105;220;88.28
106;77;88.23
106;79;89.08
107;388;88.41
107;147;89.51
107;252;89.58
107;320;89.62
108;491;88.83
108;451;89.29
108;422;89.40
108;325;89.90
109;400;87.23
109;360;87.54
110;451;88.93
110;274;88.97
111;312;88.67
111;449;89.36
112;205;88.46
112;17;88.83
112;367;88.85
113;241;87.91
113;96;88.89
114;217;88.92
114;279;89.81
114;264;89.90
115;351;89.11
115;472;89.39
115;157;89.82
116;418;89.42
116;7;89.48
117;76;89.75
118;473;89.54
118;34;89.64
119;135;86.96
120;82;89.99
121;60;87.39
121;130;88.91
121;157;89.51
121;436;89.60
122;342;88.03
122;391;88.68
122;21;89.50
123;228;87.78
123;154;88.04
124;181;88.04
124;240;88.15
125;397;89.07
125;382;89.31
125;330;89.42
126;235;88.58
126;224;88.93
127;461;88.62
127;72;89.16
127;31;89.23
128;469;87.17
128;284;89.95
129;295;88.71
129;316;89.05
130;496;88.64
130;121;88.91
130;18;89.33
131;160;88.32
132;413;89.01
133;477;88.06
133;458;88.89
134;466;89.23
135;119;86.96
135;27;88.47
136;179;89.68
136;86;89.76
137;459;88.00
138;486;87.14
138;92;89.59
139;188;87.89
139;94;88.25
139;492;88.37
139;251;88.77
140;330;89.04
140;453;89.47
141;9;89.03
142;184;87.63
142;222;88.48
143;146;88.90
143;438;89.25
143;432;89.33
144;180;88.29
145;179;89.82
145;402;89.99
146;143;88.90
146;280;89.44
147;107;89.51
147;487;89.73
148;378;83.15
148;490;88.44
149;417;89.76
150;245;89.03
150;309;89.40
151;483;88.58
151;38;89.65
152;470;89.60
153;288;84.94
153;413;87.96
154;123;88.04
155;165;83.44
156;169;88.46
157;267;87.93
157;121;89.51
157;115;89.82
158;430;83.21
158;356;86.46
159;335;88.80
160;10;87.93
160;131;88.32
160;92;89.07
160;93;89.16
161;263;88.70
162;89;88.56
163;350;87.97
164;455;88.90
165;155;83.44
165;97;89.66
166;101;87.27
167;96;88.75
167;76;88.96
168;207;89.90
169;156;88.46
169;226;89.57
169;495;89.96
170;425;88.94
171;314;87.63
171;64;89.94
172;449;89.10
173;267;89.35
173;183;89.97
174;282;88.81
174;434;89.27
175;73;86.53
175;474;89.89
176;47;88.68
176;195;89.47
177;105;87.04
178;299;87.68
179;233;89.48
179;136;89.68
179;145;89.82
180;144;88.29
180;228;89.54
181;124;88.04
182;497;87.86
183;302;84.48
183;384;88.87
183;173;89.97
184;142;87.63
184;413;89.42
184;327;89.64
184;352;89.95
185;388;87.97
185;223;88.90
186;56;88.53
187;87;88.90
188;139;87.89
188;381;88.60
188;296;89.66
189;62;84.82
189;341;86.58
189;455;88.12
189;30;88.47
189;362;88.49
189;451;88.61
189;392;89.08
189;26;89.60
189;28;89.89
190;270;88.93
190;32;89.07
191;453;88.38
191;457;89.18
192;311;88.35
193;68;89.02
194;55;88.76
194;7;88.77
194;326;88.93
194;265;89.27
195;366;87.02
195;475;89.03
195;176;89.47
196;344;89.40
197;265;89.80
198;333;89.04
198;473;89.84
199;69;89.46
199;333;89.54
200;293;87.24
201;437;88.37
201;390;89.31
202;56;89.34
202;9;89.46
203;428;88.25
203;346;88.57
203;291;89.42
203;355;89.95
204;286;89.43
205;112;88.46
206;409;89.89
207;328;89.31
207;168;89.90
207;365;89.92
208;221;87.12
209;61;89.20
209;86;89.61
210;263;88.76
211;263;88.40
211;281;89.97
212;39;89.04
212;31;89.47
212;24;89.89
213;414;89.56
213;282;89.81
214;357;87.93
215;263;88.77
215;41;88.87
215;331;88.95
215;219;89.48
216;225;89.31
217;114;88.92
217;233;89.86
218;46;89.88
219;408;88.69
219;215;89.48
219;332;89.86
220;105;88.28
221;208;87.12
221;97;87.51
222;142;88.48
223;185;88.90
224;126;88.93
224;228;89.50
225;394;84.31
225;496;89.03
225;216;89.31
226;442;87.53
226;389;88.17
226;169;89.57
227;74;89.21
227;50;89.37
228;123;87.78
228;224;89.50
228;180;89.54
228;472;89.57
229;403;88.14
229;237;89.97
230;48;89.95
231;251;87.97
231;93;89.67
232;246;87.72
232;480;88.99
233;179;89.48
233;88;89.63
233;217;89.86
234;420;88.06
234;467;89.92
235;126;88.58
236;40;88.01
237;70;88.19
237;397;88.98
237;488;89.09
237;229;89.97
238;405;88.27
238;56;88.82
238;404;89.15
238;284;89.57
238;46;89.87
239;454;87.82
240;124;88.15
240;349;88.91
241;363;87.02
241;462;87.26
241;113;87.91
242;409;87.97
242;92;89.50
243;315;86.14
244;55;86.84
245;150;89.03
245;259;89.73
246;232;87.72
247;11;88.49
247;365;89.10
248;27;82.47
249;294;89.39
249;283;89.67
250;299;88.66
251;231;87.97
251;139;88.77
252;107;89.58
253;32;88.70
254;349;89.39
255;292;89.22
256;318;89.00
257;437;88.81
258;498;86.25
258;291;89.92
259;376;89.38
259;74;89.67
259;245;89.73
260;484;88.66
260;78;89.19
261;465;88.98
262;43;89.23
262;22;89.40
263;211;88.40
263;161;88.70
263;210;88.76
263;215;88.77
263;413;88.96
263;338;89.56
264;82;89.60
264;114;89.90
265;57;87.12
265;499;88.69
265;194;89.27
265;197;89.80
266;278;89.75
267;157;87.93
267;421;88.77
267;173;89.35
267;415;89.42
268;77;87.17
269;5;88.88
270;439;88.18
270;271;88.70
270;190;88.93
270;49;89.45
270;490;89.87
271;270;88.70
272;324;88.07
272;477;88.98
273;26;88.77
274;110;88.97
275;362;87.24
276;471;88.94
276;303;89.57
276;407;89.87
277;55;89.86
278;41;89.06
278;266;89.75
279;318;88.06
279;114;89.81
280;146;89.44
280;336;89.66
280;474;89.77
281;448;89.65
281;211;89.97
282;313;88.74
282;489;88.81
282;174;88.81
282;213;89.81
283;249;89.67
284;238;89.57
284;128;89.95
285;475;88.49
286;59;89.17
286;204;89.43
286;74;89.82
287;34;88.35
288;153;84.94
289;450;84.06
289;493;88.62
289;308;88.96
290;68;88.83
290;335;89.59
291;203;89.42
291;258;89.92
292;47;87.75
292;66;89.14
292;255;89.22
293;444;87.11
293;200;87.24
293;443;88.86
293;357;89.56
293;392;89.61
294;479;88.80
294;313;89.24
294;249;89.39
295;332;88.48
295;129;88.71
296;374;87.25
296;188;89.66
297;38;89.18
298;340;89.84
299;178;87.68
299;250;88.66
299;415;88.96
300;56;88.05
301;474;88.50
302;183;84.48
303;417;89.27
303;276;89.57
304;404;88.95
305;495;89.35
305;490;89.78
306;355;89.36
307;464;89.22
308;64;88.31
308;289;88.96
309;2;89.04
309;150;89.40
310;6;89.57
310;407;89.68
311;463;86.72
311;192;88.35
311;413;88.89
311;438;89.18
312;111;88.67
312;4;89.95
313;282;88.74
313;294;89.24
314;171;87.63
314;412;88.23
315;243;86.14
315;383;88.97
315;69;89.72
316;129;89.05
317;84;87.93
317;105;88.26
318;279;88.06
318;256;89.00
319;436;89.60
319;84;89.94
