source;target;label
0;1;3.30
0;2;39.21
0;3;31.58
0;4;52.43
0;5;15.50
0;6;43.79
0;7;10.09
0;8;12.66
0;9;53.44
0;10;79.78
0;11;72.09
0;12;55.66
0;13;61.05
0;14;89.72
0;35;61.69
1;0;3.30
1;2;53.34
1;3;39.84
1;4;21.14
1;5;77.68
1;6;18.75
1;7;41.52
1;8;16.90
1;9;36.20
1;10;88.02
1;11;70.22
1;12;49.59
1;13;28.86
1;14;45.75
1;24;30.29
2;0;39.21
2;1;53.34
2;3;76.94
2;4;21.01
2;5;6.57
2;6;39.18
2;7;30.22
2;8;89.85
2;9;87.79
2;10;76.37
2;11;32.93
2;12;8.63
2;13;31.05
2;14;41.61
2;26;21.35
3;0;31.58
3;1;39.84
3;2;76.94
3;4;44.25
3;5;52.75
3;6;86.47
3;7;8.53
3;8;89.45
3;9;33.30
3;10;31.53
3;11;34.30
3;12;31.52
3;13;1.02
3;14;61.09
3;34;29.08
4;0;52.43
4;1;21.14
4;2;21.01
4;3;44.25
4;5;8.54
4;6;79.11
4;7;59.08
4;8;29.08
4;9;51.19
4;10;88.40
4;11;70.24
4;12;57.41
4;13;14.04
4;14;2.13
4;23;37.31
5;0;15.50
5;1;77.68
5;2;6.57
5;3;52.75
5;4;8.54
5;6;1.53
5;7;84.33
5;8;28.36
5;9;88.88
5;10;35.25
5;11;52.38
5;12;15.98
5;13;59.96
5;14;40.13
5;36;34.74
6;0;43.79
6;1;18.75
6;2;39.18
6;3;86.47
6;4;79.11
6;5;1.53
6;7;4.32
6;8;12.18
6;9;86.11
6;10;83.48
6;11;34.04
6;12;88.54
6;13;74.49
6;14;49.02
6;20;89.62
7;0;10.09
7;1;41.52
7;2;30.22
7;3;8.53
7;4;59.08
7;5;84.33
7;6;4.32
7;8;14.96
7;9;79.25
7;10;39.33
7;11;17.14
7;12;74.20
7;13;39.09
7;14;17.21
7;16;61.27
8;0;12.66
8;1;16.90
8;2;89.85
8;3;89.45
8;4;29.08
8;5;28.36
8;6;12.18
8;7;14.96
8;9;18.23
8;10;1.22
8;11;18.97
8;12;41.98
8;13;89.28
8;14;41.02
8;23;14.93
9;0;53.44
9;1;36.20
9;2;87.79
9;3;33.30
9;4;51.19
9;5;88.88
9;6;86.11
9;7;79.25
9;8;18.23
9;10;2.75
9;11;73.54
9;12;22.69
9;13;88.53
9;14;51.89
9;18;65.58
10;0;79.78
10;1;88.02
10;2;76.37
10;3;31.53
10;4;88.40
10;5;35.25
10;6;83.48
10;7;39.33
10;8;1.22
10;9;2.75
10;11;53.62
10;12;88.09
10;13;66.43
10;14;27.45
10;23;60.99
11;0;72.09
11;1;70.22
11;2;32.93
11;3;34.30
11;4;70.24
11;5;52.38
11;6;34.04
11;7;17.14
11;8;18.97
11;9;73.54
11;10;53.62
11;12;56.93
11;13;74.61
11;14;4.62
11;20;15.26
12;0;55.66
12;1;49.59
12;2;8.63
12;3;31.52
12;4;57.41
12;5;15.98
12;6;88.54
12;7;74.20
12;8;41.98
12;9;22.69
12;10;88.09
12;11;56.93
