0;20;61;361;444;42;163;293;346;498
1;345
2;42;101
3;43
4;248;456
5;83
6;364
7;328
8;95
9;189
10;113
11;282
12;361;158;483;353
13;401
14;189
15;266
16;61;28;132;190;244;307;351;88;135;196;218;228;266;269;416
17;494
18;134
19;64
20;0;29;76;223;267;43;143;155;204;241;248;259;262;326;364;395;438
21;328
22;220
23;306
24;72
25;189
26;457
27;332;237
28;16
29;20;222;372;384;418;319
30;476
31;76;203;175;216
32;258
33;444;70;343
34;194
35;115
36;187
37;289
38;398
39;114
40;282
41;328
42;0;2;58;66;290;214;285;344
43;20;3;260;52;315;347
44;153
45;243
46;163;156;277;338;473
47;240
48;319
49;104
50;401
51;179
52;43;250;467
53;364
54;189
55;212
56;344
57;269
58;42;84;166;281
59;414
60;155
61;0;16;68;134;138;274;336;436;64;107;289;317;323;328;332;389;398
62;69
63;326;278
64;61;19;188;192;217;249;159;180;442
65;153
66;42;167;206
67;72
68;61;363;369;404;161;226;471
69;346;62;133;388;459
70;33
71;155
72;163;24;67
73;234
74;346;96;297;411
75;382
76;20;31;139;154;341;377;234;405;432
77;382
78;395
79;409
80;498;270;463;94
81;401
82;253
83;267;5;439;443
84;58
85;317
86;248;437
87;361;168;233;295;383;257
88;16
89;179
90;457
91;293;110;198
92;376
93;494
94;80
95;267;8;447
96;74
97;409
98;285
99;179
100;491
101;2
102;155
103;189
104;336;49
105;223
106;389
107;61;360;393;122;193;431;445;490
108;241
109;457
110;91
111;420
112;328
113;163;10;331
114;163;39;191;474
115;155;35
116;143
117;262
118;262;286
119;382
120;153
121;364
122;107
123;243
124;289
125;289
126;204
127;361;178;461;497
128;432
129;267;386;422;325;472;479
130;241;230
131;285
132;16
133;69
134;61;18
135;16
136;412
137;223
138;61;183;392;477;309
139;76;263;152;242;272
140;258
141;436
142;332
143;20;116;356;394;451;271;420;489
144;364
145;320
146;241
147;163;337
148;436
149;328
150;253
151;498;174;252
152;139
153;444;65;120;44
154;76;484
155;20;115;60;71;102;301;417;165;172;334
156;46
157;274
158;12
159;64
160;208
161;68
162;262
163;0;113;46;72;114;147;376;412;465;492;179;245
164;267
165;155
166;58
167;66
168;87
169;234
170;267
171;267;265
172;155
173;414
174;151
175;31
176;336
177;438
178;127
179;163;51;89;99;256;410
180;64
181;438;229
182;298
183;138
184;285
185;234
186;194
187;293;36;380;397
188;64
189;361;54;9;14;25;103;305;486;268;434
190;16
191;114
192;64
193;107
194;444;186;34
195;491
196;16
197;253
198;91
199;245
200;346;273;296;381
201;398
202;409
203;31
204;20;126;354;340;491
205;285
206;66
207;267;454
208;364;160
209;258
210;315
211;376
212;223;55
213;326
214;42;283;433
215;405
216;31
217;64
218;16
219;364
220;438;22
221;262
222;29;311
223;20;137;105;212;282;304;401;308;408
224;382
225;432
226;68
227;403
228;16
229;181
230;130
231;267
232;293;378;449
233;87
234;76;185;73;169;374
235;248
236;308
237;27
238;289
239;336
240;361;47;329;314;327
241;20;108;130;146;247
242;139
243;259;123;45
244;16
245;163;199;371
246;326
247;241
248;20;86;4;235;348;379
249;64
250;52
251;323
252;151
253;346;150;82;197;291
254;364
255;418
256;179
257;87
258;498;140;32;209
259;20;243;440;441;485;423
260;43
261;408
262;20;117;118;221;162;330;470;299;464
263;139
264;498
265;171
266;16;15
267;20;83;164;170;231;95;129;171;207
268;189
269;16;57
270;80
271;143
272;139
273;200
274;61;157;312;426;493;499;310;339;407;481;482
275;457
276;457
277;46
278;63
279;289
280;372
281;58
282;223;40;11
283;214
284;288
285;42;98;131;205;184;478
286;118
287;315
288;361;284;292
289;61;238;279;37;124;125;427
290;42;429;430
291;253
292;288
293;0;91;187;232;298;320
294;313
295;87
296;200
297;74
298;293;182;435
299;262;368
300;306
301;155;362
302;419
303;320
304;223
305;189
306;444;23;300;342;406
307;16
308;223;236
309;138;460
310;274
311;222
312;274
313;346;294
314;240
315;43;210;287
316;418
317;61;85;365;424;428;469
318;336
319;29;48
320;293;303;145
321;457
322;382
323;61;251;366;495
324;341
325;129
326;20;63;213;246
327;240
328;61;21;41;112;149;7
329;240
330;262
331;113
332;61;27;142
333;457
334;155
335;359
336;61;104;239;176;318;352;390;415
337;147
338;46
339;274
340;204
341;76;324
342;306
343;33
344;42;56;496
345;361;1
346;0;313;69;74;200;253;385
347;43
348;248
349;376
350;364
351;16
352;336
353;12
354;204
355;498
356;143
357;372
358;376
359;444;335;402
360;107
361;0;12;87;189;240;127;288;345;414;457
362;301
363;68;367
364;20;6;53;121;144;208;254;219;350;370
365;317
366;323
367;363
368;299
369;68
370;364
371;245
372;29;357;280
373;389
374;234
375;395
376;163;92;358;211;349;468
377;76
378;232
379;248
380;187
381;200
382;444;75;224;322;77;119
383;87
384;29
385;346;487
386;129
387;419
388;69
389;61;373;106;399;452
390;336
391;392
392;138;391
393;107
394;143
395;20;78;375;476
396;412
397;187
398;61;38;201;450
399;389
400;498
401;223;81;13;50;455
402;359
403;498;227
404;68
405;76;215
406;306
407;274
408;223;261
409;444;97;202;79
410;179
411;74
412;163;396;136
413;436
414;361;59;173;421
415;336
416;16
417;155
418;29;316;255
419;444;302;387;475;488
420;143;111;462
421;414
422;129
423;259
424;317
425;494
426;274
427;289
428;317
429;290
430;290
431;107
432;76;128;225;480
433;214
434;189
435;298
436;61;148;141;413;458
437;86
438;20;177;220;181;466
439;83
440;259;453
441;259
442;64
443;83
444;0;33;153;306;359;382;194;409;419;494
445;107
446;491
447;95
448;457
449;232
450;398
451;143
452;389
453;440
454;207
455;401
456;4
457;361;26;90;275;276;321;333;109;448
458;436
459;69
460;309
461;127
462;420
463;80
464;262
465;163
466;438
467;52
468;376
469;317
470;262
471;68
472;129
473;46
474;114
475;419
476;395;30
477;138
478;285
479;129
480;432
481;274
482;274
483;12
484;154
485;259
486;189
487;385
488;419
489;143
490;107
491;204;100;195;446
492;163
493;274
494;444;17;93;425
495;323
496;344
497;127
498;0;151;355;400;80;258;264;403
499;274
