0;202;279;287;294;331;354;369
1;467
2;446
3;481
4;478
5;403
6;456
7;380;261;388
8;190
9;457
10;407
11;241
12;406
13;478
14;82;134
15;317
16;273
17;464
18;348;100;224;415
19;484
20;404
21;381
22;306
23;339;96;342
24;365
25;306
26;249
27;489
28;455;115;160
29;306
30;399
31;397
32;443
33;283
34;478
35;273
36;404
37;365
38;492
39;455;51;218;231
40;488
41;405
42;459
43;399
44;371
45;493
46;306
47;406
48;371;52;95;142;349;356;409;441
49;474
50;419
51;39
52;48
53;479
54;391
55;441
56;496
57;478
58;484
59;459
60;428
61;497;90;139;470;482
62;488
63;377
64;395
65;428
66;365;138;338
67;428
68;492
69;480
70;365
71;266
72;304
73;380
74;443;407
75;499
76;417
77;399
78;343
79;391
80;493
81;134;116
82;380;14;480
83;392
84;404
85;420
86;350;98
87;406
88;199
89;420
90;61
91;250
92;411
93;404
94;482
95;48
96;23
97;249
98;86;146;292
99;399
100;18
101;306
102;468
103;406;445
104;405
105;174
106;370
107;377
108;385;168;220;302;316;321;418
109;398
110;266
111;422
112;391
113;265
114;400
115;28
116;81
117;407
118;488
119;186
120;484
121;274
122;411
123;461
124;484
125;482
126;392
127;135
128;417
129;477
130;419
131;499
132;317
133;489;189
134;14;81
135;448;127;188;485
136;273
137;408
138;66
139;61
140;231
141;283
142;48
143;425
144;411
145;484
146;98;495
147;369
148;236
149;457
150;464
151;213
152;397
153;427
154;242
155;464
156;480
157;403
158;359
159;484
160;28;187;253;466
161;479
162;425
163;446
164;391
165;189
166;386
167;465
168;108
169;457
170;262
171;477
172;283
173;407;431
174;395;105;469;481
175;411
176;365
177;265
178;492
179;415
180;377
181;428
182;398
183;338;251
184;427
185;462
186;403;119;278;314;341;427
187;160
188;135
189;133;165;237;301;368
190;419;8;200;308;440
191;315
192;367
193;480
194;480
195;391
196;266
197;271
198;477
199;433;88;456
200;190
201;499
202;0
203;375
204;417
205;457
206;423
207;397
208;488
209;241
210;473
211;236
212;461
213;417;151
214;446
215;404
216;459
217;369
218;39
219;365
220;108
221;457
222;405
223;330
224;18
225;336
226;415
227;336
228;456
229;366
230;415
231;39;140;473
232;493
233;370
234;368
235;242
236;381;148;211;347;362
237;189
238;462
239;384
240;306
241;275;11;209
242;362;154;235;460
243;441
244;412
245;496
246;338
247;486
248;405
249;459;26;97;328;395
250;400;91;436
251;183
252;491
253;160
254;488
255;399
256;405
257;368
258;456
259;468;444
260;306
261;7
262;370;170;306
263;404
264;427
265;453;113;177;288;411
266;490;71;110;196;315
267;425
268;446;289;454;464;486
269;456
270;422
271;359;197;416;461
272;423
273;391;16;35;136;392
274;479;121;404
275;375;241
276;377
277;461
278;186
279;0
280;341
281;457
282;440
283;485;33;141;172;286;373;410;455
284;482
285;482
286;283
287;0
288;265
289;268
290;425;385
291;377
292;98;458
293;399
294;0
295;363
296;400
297;330
298;441
299;387
300;478
301;189
302;108
303;491
304;398;72;423
305;437
306;262;22;25;29;46;101;240;260;307;374;380
307;306
308;190
309;480;472
310;408
311;397
312;491
313;478
314;186
315;266;191;376;383;422;442
316;108
317;411;15;132;393;447;468
318;398
319;499
320;399
321;108
322;461
323;338
324;443
325;405
326;452
327;441
328;249
329;465
330;452;223;297;353;453
331;0
332;466;400
333;478
334;381
335;403
336;478;225;227;348;363
337;397
338;66;183;246;323;379;403
339;432;23
340;428
341;186;280;494
342;23
343;486;78;367;394;474
344;480
345;397
346;457
347;236
348;336;18
349;48
350;482;86;471
351;457
352;404
353;330
354;0
355;397
356;48
357;477
358;420
359;428;158;271
360;464
361;377
362;236;242
363;336;295;399;443
364;417
365;493;24;37;66;70;176;219;413;475;491
366;439;229
367;343;192
368;189;234;257;390;426;479
369;0;147;217;408
370;417;106;233;262
371;468;44;48
372;392
373;283
374;306;498
375;443;203;275
376;315
377;491;63;107;180;276;291;361;421;429;496
378;387
379;338
380;306;7;73;82
381;474;21;236;334;451;463;488
382;441
383;315
384;467;239
385;290;108
386;480;166;402;414
387;420;299;378;396;450;478
388;7;406
389;398
390;368
391;499;54;79;112;164;195;273
392;273;83;126;372;397
393;317
394;343
395;249;64;174
396;387
397;392;31;152;207;311;337;345;355;457
398;492;109;182;304;318;389;420
399;363;30;43;77;99;255;293;320;483
400;332;114;250;296
401;496
402;386
403;338;5;157;186;335;465
404;274;20;36;84;93;215;263;352;493
405;422;41;104;222;248;256;325;449;484
406;388;12;47;87;103
407;74;10;117;173
408;369;137;310;435;437
409;48
410;283
411;265;92;122;144;175;317
412;462;244;432;467
413;365
414;386
415;18;179;226;230;428
416;271
417;496;76;128;204;213;364;370
418;108;462
419;477;50;130;190
420;398;85;89;358;387
421;377
422;315;111;270;405
423;304;206;272
424;473
425;464;143;162;267;290;430
426;368
427;186;153;184;264;497
428;415;60;65;67;181;340;359
429;377
430;425
431;173
432;412;339
433;481;199
434;461
435;408
436;250
437;408;305;452
438;456
439;488;366
440;190;282;459
441;48;55;243;298;327;382;487;492
442;315
443;363;32;74;324;375
444;259
445;103
446;465;2;163;214;268
447;317
448;461;135
449;405
450;387
451;381
452;437;326;330
453;330;265
454;268
455;283;28;39
456;199;6;228;258;269;438;489
457;397;9;149;169;205;221;281;346;351;477
458;292
459;440;42;59;216;249
460;242
461;271;123;212;277;322;434;448
462;418;185;238;412
463;381
464;268;17;150;155;360;425
465;403;167;329;446
466;160;332
467;412;1;384
468;317;102;259;371
469;174
470;61
471;350
472;309
473;231;210;424;490
474;343;49;381
475;365
476;499
477;457;129;171;198;357;419
478;387;4;13;34;57;300;313;333;336
479;368;53;161;274
480;82;69;156;193;194;309;344;386
481;174;3;433
482;61;94;125;284;285;350
483;399
484;405;19;58;120;124;145;159;499
485;135;283
486;268;247;343
487;441
488;381;40;62;118;208;254;439
489;456;27;133
490;473;266
491;365;252;303;312;377
492;441;38;68;178;398
493;404;45;80;232;365
494;341
495;146
496;377;56;245;401;417
497;427;61
498;374
499;484;75;131;201;319;391;476
